,Gene_name,C2_266,A3_154,T3_41,T3_46,C1_214,C3_111,T2_178,A1_51,C2_257,T1_141,A1_71,C2_258,T3_48,T3_33,A3_156,A2_19,T3_39,C2_247,T3_34,T3_32,T2_179,T2_180,T2_197,T1_134,C3_119,C2_262,A1_77,T3_42,A2_4,C3_110,T1_123,C3_87,C3_99,C3_104,T1_139,C2_249,T1_130,A3_157,A1_52,T2_187,C3_108,C2_243,C2_256,T2_193,T2_186,A2_13,C3_102,C3_84,C3_120,C1_210,T2_198,C3_116,T1_138,C2_241,A2_30,C3_112,T1_133,A1_74,A3_169,A3_166,C3_103,C2_251,T2_185,T1_124,C1_216,C1_236,A1_70,T1_127,C3_85,T1_131,A1_60,A3_155,C3_113,C1_208,A1_53,A2_21,C3_101,C3_86,T2_188,A1_66,C2_265,A2_29,T2_189,C2_239,T1_144,A3_176,C3_88,A1_54,T2_192,A3_149,C1_222,T1_145,A1_73,C3_107,A2_18,A2_25,A3_167,C2_261,A1_78,A3_153,A2_8,C1_205,C2_255,C1_234,C1_209,A1_59,A1_76,C1_231,A2_22,A2_6,C1_226,C2_238,C3_105,C1_218,A1_75,C1_206,A1_68,C3_117,T1_126,C1_201,T2_196,T2_194,A3_174,C1_229,A3_162,C1_224,C2_252,C1_203,A2_2,A1_55,A2_10,A1_67,C3_92,C1_207,A1_80,C2_240,C3_82,C1_228,A2_23,A2_12,T1_128,A2_26,T2_191,A1_69,C3_91,T1_143,A1_62,C1_230,C3_95,A1_61,C1_232,C2_254,T1_132,A3_158,C2_264,A3_151,A3_173,C2_268,C2_260,C1_202,T1_140,A3_175,A2_9,C2_242,T1_146,A1_56,A2_14,T1_136,T2_190,C1_211,C3_97,A1_58,A3_160,A2_24,A3_168,A3_150,C3_100,C3_118,A3_159,A2_5,C2_270,T2_199,T3_47,A1_63,A1_64,C1_235,A3_163,T2_183,C3_89,T3_31,C2_246,C3_122,T3_45,C2_263,C1_212,C3_96,A3_165,A3_161,A2_17,T1_137,A2_20,A2_3,C3_98,C3_90,T2_181,C1_220,C2_259,A2_7,C3_81,T3_44,T3_35,T3_43,A2_1,T3_36,A3_170,C1_227,T1_135,T2_184,C1_215,C1_219,C2_245,T2_200,C1_223,C2_248,C2_272,T2_182,C1_221,A1_57,C3_83,A2_15,A2_11,T1_142,A1_72,A3_171,T3_50,C2_271,T2_177,C2_269,C1_204,A2_16,T3_38,A3_164,C1_225,A3_147,A1_65,T3_40,C2_244,C3_93,C2_250,T3_37,C1_233,C3_94,A3_148,C3_121,C2_267,C3_109,C2_237,A2_28,T3_49,A2_27,A3_172,C3_106,C3_115,C1_217,C3_114,T2_195,A1_79,T1_129,C2_253,T1_125,A3_152,C1_213
1513,SSPN,1051.74,NA,NA,NA,592.907,NA,NA,2122.48,NA,NA,NA,924.189,NA,NA,NA,NA,NA,1363.54,NA,NA,NA,NA,NA,NA,1099.13,NA,1264.54,NA,NA,2202.61,NA,NA,NA,NA,NA,878.125,NA,NA,1679.04,NA,1238.36,795.731,1095.38,1701.41,NA,NA,797.761,1920.96,2211.8,1279.87,2092.88,1155.56,1709.9,2263.2,1014.69,395.523,NA,NA,NA,NA,NA,NA,NA,846.951,NA,NA,NA,612.047,NA,NA,NA,NA,NA,NA,1004.11,2912.1,NA,NA,NA,NA,2185.86,1286.76,NA,NA,NA,NA,NA,1532.21,NA,NA,NA,NA,NA,NA,1030.31,976.865,1305.39,NA,NA,NA,3502.04,NA,1256.71,NA,1405.22,NA,NA,689.068,NA,1311.7,NA,NA,NA,926.812,NA,NA,NA,NA,NA,NA,817.623,NA,1444.27,815.244,NA,NA,NA,1375.16,NA,NA,NA,1351.43,NA,1198.15,589.27,1555.14,1783.29,775.472,NA,NA,NA,710.749,1665.79,1095.34,2201.73,464.133,2790.03,1034.87,NA,776.424,1538.99,4140.32,NA,707.013,NA,1029.81,NA,1415.89,NA,2268.83,NA,NA,1576.16,NA,1256.5,NA,1232.72,930.752,NA,NA,NA,927.024,NA,1914.92,NA,NA,813.321,NA,779.107,NA,NA,NA,NA,1391.87,1686.75,1665.9,NA,NA,1235.87,NA,NA,1199.37,NA,1119.15,1248.15,864.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,712.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275.55,888.407,754.945,NA,824.016,NA,NA,NA,NA,1714.5,NA,NA,NA,NA,1508.27,NA,NA,1658.27,NA,NA,585.122,NA,998.163,NA,1011.63,NA,1529.19,NA,517.212,NA,NA,NA,NA,NA,NA,1258.28,NA,NA,840.441,NA,1207.95,NA,NA,NA,1382.78,1122.51,NA,NA,1135,NA,727.387,NA,NA,945.209
1514,PPP2R5D,4656.23,4408.32,4460.31,5547.93,NA,2803.29,9775.77,4210.76,4175.63,NA,8000.32,6079.4,NA,NA,NA,5422.18,2623.1,2090.26,3570.23,4223.22,1054.1,4122.34,1956.48,NA,3807.21,3951.64,6114.87,NA,5241.04,9174.85,NA,4628.98,4914.86,4179.78,NA,4110.07,NA,4019.45,5273.7,NA,5730.35,2388.1,3679.9,2094.9,3492.58,5645.16,4087.77,6499.92,5356.37,4127.12,7047.61,NA,7953.5,4047.2,3260.96,4389.75,2245.92,3941.82,2983.15,5111.82,12211.1,6670.04,2339.45,7381.75,NA,4835.73,3777.84,2522.53,4263.88,11892.6,2881.02,NA,383.5,5089.95,NA,NA,6530.33,3436.3,3385.09,3451.1,NA,5078.22,NA,1806.97,2813.95,3061.83,3979.95,3486.19,6576.17,2327.14,9586.44,3188.26,4164.01,NA,2429.81,7593.19,4881.36,NA,NA,NA,12884.3,2055.67,4802.63,1705.2,3066.03,3539.36,3026.99,5961.96,NA,5027.86,5396.68,1607.8,3303.98,854.55,NA,4891.24,1919.82,8825.14,5919.18,9431.74,NA,1940.53,5833.99,5773.19,2537.67,5568.82,3774.9,1941.34,4199.52,5538.14,5188.68,4154.26,3284.18,5389.71,4527.01,7399.16,5122.36,2438.93,4191.66,5603.09,5565.38,3498.74,8202.16,2481.29,5016.81,5361.45,6207.27,4107.89,3421.06,6430.55,5142.63,NA,3005.29,4748.52,2408.2,4344.5,2881.83,4300.28,4744.46,NA,5359.78,4879.91,5644.26,NA,6727.43,2955.65,8621.49,2857.84,4942.52,8455.04,4115.71,5038.93,11129.1,5284.68,3463.6,NA,2150.33,1532.38,6599.53,3958.14,4048.58,NA,NA,NA,6416.18,3604.7,1055.91,2011.5,1923.94,2178.28,3211.55,6142.56,NA,4207.17,3552.57,2386.5,NA,8342.69,4636.77,3767.04,6260.51,4127.7,NA,NA,NA,2430.66,2900.64,5298.67,NA,3594.24,NA,1702.23,6392.32,5125.04,7365.27,5102.26,2857.02,6120.77,7470.04,3781.36,3293.76,5641.52,5138.01,3242.61,2280.77,4652.61,3109.93,6288.93,13544.6,4198.61,5224.52,1811.73,12973.5,4519.83,NA,3196.23,NA,3286.83,1659.61,3003.28,3906.43,1107.99,6105.8,10228.9,5668.43,1719.77,3762.23,5181.85,4933.56,5428.18,8712.53,6211.9,5093.62,4763.73,4099.63,1427.92,3673.02,3870.51,3558.19,4117.37,4054.73,NA,5050.4,10684.9,NA,2061.93,5205.96,12348.9,2913.71,NA,4606.97,1800.73
1515,MVP,862.041,2505.95,NA,4484.48,NA,1607.62,NA,2280.33,4447.36,NA,NA,1843.05,NA,2975.25,NA,2504.35,NA,1053.48,1626.16,1616.54,NA,NA,NA,NA,482.642,1445.86,1658.94,NA,2352.98,975.802,NA,1059.86,646.283,1766.88,NA,1870.79,NA,2930.91,1340.12,NA,488.178,755.388,716.092,4855.55,5533.74,2104.23,NA,NA,641.834,541.475,NA,NA,1945.99,NA,NA,2706.84,NA,4134.8,940.621,NA,NA,1279.5,1217.57,1002.48,NA,4383.94,NA,357.803,NA,892.573,1943.91,NA,NA,935.692,1151.29,NA,NA,1383.96,NA,NA,40613,958.751,NA,NA,1780,1227.12,NA,NA,NA,NA,NA,960.755,5157.42,NA,NA,429.71,1181.91,NA,1296.1,NA,1468.29,3361.45,1815.6,1984.57,2946.04,3907.65,988.176,1727.72,NA,651.81,1641.36,3887.18,NA,795.614,NA,NA,NA,2284.63,7528.58,NA,1089.23,NA,1483.35,1216.74,3219.17,2650.26,NA,1076.67,960.213,NA,3351.1,1001.94,NA,NA,NA,NA,1086.24,1149.29,2799.44,2476.08,NA,795.541,NA,426.573,NA,NA,695.532,1581.25,NA,NA,2217.02,3108.85,NA,721.721,2464.7,693.759,1186.27,NA,2931.12,2462.72,1984.19,1687.47,992.3,602.727,NA,503.439,1950.98,1324.2,2816.02,3234.3,NA,2361.62,5417.36,1202.71,1367.85,NA,NA,969.967,4111.36,1293.31,1752.83,NA,1094.6,NA,851.186,787.707,NA,13061.4,2167.11,2078.15,1395.55,1905.09,3607.35,NA,NA,1128.31,NA,NA,3355.76,NA,2045.18,2825.98,NA,NA,3423.91,624.05,959.417,3575.86,2094.42,6576.24,2003.55,1221.32,2315.52,9283.36,NA,917.876,600.849,15107.8,560.033,619.861,861.786,NA,1056.55,NA,1732.82,6574.67,699.563,1192.5,NA,2996.57,3189.05,NA,NA,NA,NA,747.239,3331.66,1713.79,609.21,3574.04,NA,NA,732.161,NA,1240.63,NA,NA,NA,697.57,2510.25,NA,1331,3039.67,1510.96,1100,1073.56,1334.55,3309.69,8279.42,4320.69,NA,NA,1277.1,1837.37,1895.61,3837.95,1058.03,NA,590.544,NA,1910.61,422.769
1516,LASP1,744.14,NA,NA,1596,408.06,901.355,2948.59,NA,489.428,NA,7505.21,506.889,2246.2,1157.86,NA,1335.78,2085.19,1056.3,1205.57,1493.66,2524.75,11108.1,2140,NA,NA,844.872,649.311,993.918,1019.57,NA,NA,836.296,722.113,NA,NA,828.319,NA,1164.6,568.32,2512.65,NA,599.488,500.024,1846.14,3261.64,527.363,NA,NA,437.444,628.168,NA,733.924,664.287,2190.11,684.604,669.762,770.142,1096.27,572.655,NA,NA,339.507,798.702,484.742,NA,244.696,1409.55,506.411,NA,NA,1694.06,NA,3811.09,317.458,952.224,8685.71,NA,1209.29,NA,NA,1665.96,NA,NA,246.137,874.6,867.149,NA,NA,NA,NA,585.202,828.705,2844.95,NA,607.815,535.193,297.233,NA,465.748,1008.72,1318.19,544.455,793.919,NA,NA,1377.18,788.619,561.394,2950.48,NA,696.325,1451.85,2418.89,572.047,NA,832.746,706.123,4009.28,2216.95,NA,462.685,1139.98,875.798,352.454,1286.84,1007.51,NA,966.726,454.723,NA,1607.5,518.76,453.218,338.305,NA,NA,598.29,335.374,1212.96,1439.5,1955.09,1421.27,NA,670.105,956.148,NA,1549.64,380.327,NA,465.15,1391.55,2816.98,1323.31,737.792,NA,NA,630.339,343.365,1424.86,NA,1522.83,1051.52,744.921,NA,385.595,757.729,NA,624.779,1583.68,1613.16,NA,1339.72,1809.1,NA,1612.29,NA,673.642,879.766,NA,1926.34,422.846,1973.52,2414.5,2858.03,NA,536.209,NA,2764.21,383.623,1304.27,585.157,613.69,1624.18,649.378,332.053,621.823,NA,NA,2080.42,NA,1708.09,1236.41,1263.46,NA,2987.92,460.905,791.446,736.906,NA,1325.64,1167.8,3279.21,991.415,4846.03,NA,599.615,562.355,2579.45,487.048,639.964,442.471,2831.44,533.624,605.2,NA,4359.37,442.34,NA,NA,1890.29,1116.34,NA,NA,920.004,NA,1051.32,4335.58,762.17,507.467,1471.36,1486.55,542.56,NA,NA,836.441,2602.52,544.186,668.371,935.959,2244.28,NA,NA,761.427,831.11,290.844,364.545,366.328,1678.39,826.772,1496.95,701.632,NA,NA,NA,1366.52,1728.92,232.324,NA,704.459,NA,NA,NA
1517,CRYM,NA,NA,NA,738.234,NA,NA,NA,11343.3,NA,NA,52527.4,838.171,NA,1103.81,NA,6554.19,1521.39,NA,1819.9,2114.97,NA,3649.29,NA,NA,NA,NA,42044.5,5780.64,6515.4,NA,NA,NA,NA,NA,NA,964.408,NA,NA,29542.5,1777.94,6166.31,NA,NA,NA,NA,6431.69,NA,NA,NA,NA,28094.5,NA,NA,21170.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10025.3,NA,1278.3,36865.3,4172.91,NA,NA,NA,NA,20329.4,NA,6147.11,NA,NA,NA,NA,NA,955.698,4713.91,NA,NA,56799.9,753.948,NA,NA,NA,NA,NA,NA,NA,75480.5,11644.6,NA,NA,27265.9,3545.99,1348.1,NA,11058.2,4393.87,NA,NA,NA,54839.3,NA,4135.11,NA,NA,NA,NA,NA,16759.5,NA,NA,NA,NA,57306.6,3853.31,2634.4,3640.34,NA,NA,76680.7,3153.5,8625.06,NA,1009.96,NA,NA,23177.4,54380.3,NA,5204.38,6442.1,NA,NA,NA,NA,45671.5,NA,44486.1,NA,NA,NA,NA,NA,NA,9982.88,NA,NA,NA,NA,6658.09,30705.3,7661.29,59875.8,514.395,NA,60731.1,1374.91,NA,NA,4465.04,4780.29,NA,5788.43,NA,49736,NA,NA,NA,NA,NA,7155.19,NA,NA,NA,38449.7,32142.1,NA,NA,90625.6,NA,1929.91,10326.6,NA,NA,NA,NA,1867.44,NA,NA,5638.92,NA,5209.74,7690.13,NA,NA,149947,NA,NA,9664.46,NA,NA,1629.21,1503.1,7310.23,1412.74,NA,NA,NA,NA,1122.01,15951.4,23593.9,NA,NA,NA,NA,NA,22108.9,18241,2326.3,8279.63,7234.07,NA,38870.5,5436.86,1551.5,NA,NA,NA,NA,7691.53,3737.04,NA,NA,NA,52495.9,3838.66,NA,NA,NA,3371.56,NA,NA,NA,NA,10659.6,NA,NA,4406.06,NA,4819.08,NA,NA,NA,NA,NA,NA,68432.2,4139.9,NA,NA,NA,NA
1518,PTGR1,NA,3034.59,3547.42,3630.56,NA,NA,2141.36,NA,NA,4358.96,1551.73,NA,5534.27,3951.77,2633.79,2199.76,6041.74,NA,6058.97,5354.37,1919.04,NA,NA,NA,1968.4,NA,NA,3193.76,2491.88,NA,NA,1868.31,NA,NA,8858.76,1029.8,5321.75,3708.55,777.561,2601.21,NA,5125.92,4550.3,NA,2467.84,4498.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,3136.79,4451.66,3684.22,5000.18,4434.25,2515.35,2834.95,5071.98,NA,5364.78,4234.27,5819.04,NA,5244.37,NA,3608.68,NA,1910.46,NA,NA,NA,3213.12,4119.82,4910.74,4259.41,NA,2438.76,NA,NA,5424.63,NA,4875.66,2383.97,3981.67,4560.33,NA,NA,NA,NA,NA,NA,1345.81,6709.82,NA,4973.74,NA,3337.85,974.611,NA,NA,2295.76,NA,NA,NA,1775.59,775.869,5451.37,1725.74,NA,6977.92,3532.93,NA,NA,NA,NA,NA,7038.31,1233.36,NA,NA,2167.4,3005.89,NA,2104.69,4146.86,6541.99,1989.02,2032.69,NA,NA,NA,1470.92,NA,7720.36,6432.3,NA,1367.23,NA,NA,1090.52,NA,799.489,NA,NA,NA,NA,NA,3759.8,NA,5204.79,NA,NA,NA,4648.26,NA,3917.35,2249.98,331.122,NA,2299.07,NA,2370.52,NA,4186.68,3914.75,4192.22,4070.27,1469.28,1826.88,NA,NA,NA,NA,3580.51,4419.76,NA,NA,3767.82,2564.86,1648.03,NA,3117.29,1878,NA,3774.88,3122.31,NA,2869.4,438.985,NA,NA,NA,3222.02,4042.8,8483.23,2857.93,4549.58,NA,NA,1723.04,NA,NA,5601.67,NA,5487.67,5691.86,5236.81,2740.32,2017.95,3608.48,NA,4791.39,NA,NA,NA,1556.43,NA,NA,1248.81,2656.71,NA,NA,NA,NA,5071.89,4629.24,5753.58,834.006,4130.99,3177.07,2068.16,NA,1620.38,NA,5232.11,5655.54,2554.82,NA,NA,868.015,3975.93,1520.24,NA,NA,3329.18,NA,NA,2730.25,NA,2371.02,NA,NA,5619.74,584.425,4092.6,3138.23,NA,2569.85,NA,NA,4584.45,3767.27,4098.3,NA,13846.2,4355.38,NA
1519,KPNB1,2424.51,4358.14,NA,1940.38,3131.9,2152.27,3810.9,2229.86,2281.82,2720.63,3504.89,1993.2,2935.34,4035.93,6618.77,3636.18,3338.9,2265.39,3606.04,4079.53,2557.31,8322.49,5672.29,1432.65,3283.97,2223.89,2938.21,NA,4169.89,3028.3,7034.93,3824.87,3507.8,2998.08,4147.33,2611.12,2845.02,4497.03,3141.76,3510.3,2760.29,2646.16,2911.14,5908.91,4658.03,2995.78,3286.63,4651.9,3267.43,3930.34,2747.97,2605.65,2796.19,3112.27,2623.99,2780.41,2822.56,3049.75,1782.54,2549.47,NA,2710.57,2261.68,2386.98,NA,2984.67,5233.57,1883.49,2083.47,3362.89,3632.17,NA,5035.62,3177.83,2933.79,1951.49,3505.64,3631.86,2371.04,5035.34,6319.84,4137.33,NA,4027.69,3508.46,3354.84,2377.79,3459.94,3632.41,3277.68,2609.96,3486.91,3395.67,3616.77,2383.19,3339.97,2552.1,1535.18,2320.58,3874.14,3462.36,4141.37,2755.33,4435.3,2193.29,3939.52,3113.77,2612.93,3073.05,3726.94,3950.77,2782.84,4438.56,2262.41,5277.6,3010.24,2995.95,5223,2756.64,2244.78,2100.48,2784.35,3123.12,2872.78,2531.5,3133.34,3047.69,2497.46,2828.72,2776.44,3645.48,4800.17,3599.79,2684.34,2318.56,4278.59,3646.99,2672.55,3188.6,3450.12,3333.9,4191.84,2480.58,3032.88,3864.9,1915.6,3976.67,2798.7,NA,2784.98,3304.61,5029.98,2881.31,2821.1,3344.58,2962.54,3358.38,4393.69,3433.25,4006.4,4282.55,3040.23,4080.74,1756.54,3349.08,2520.69,3326.38,3831.72,3861.92,3037.79,3767.13,3603.79,5261.28,3968.74,4094.37,NA,3047.95,2874.98,5780.69,3409.24,2476.8,3528.62,2250.91,3494.91,3054.66,3364.09,3609.76,5130.71,3026.01,4183.9,2436.78,3264.97,3059.85,3081.77,4310.6,3211.52,NA,4488.32,2425.49,2712.03,3817.74,2917.43,2499.62,3751.01,3848.07,3324.79,2582.84,2453.46,2378.68,4190.8,2908.78,3234.92,4145.35,4119.54,4417.57,3729.96,2958.26,5173.07,2485.79,2769.04,3037.5,4909.24,2434.19,4293.87,2631.22,3626.59,3548.95,2923.06,2998.05,4143.49,3388.61,3601.36,2887.59,3500.83,2039.59,4333.94,5012.36,2955.64,2177.12,3121.71,3898.28,2395.08,2951.45,NA,3436.89,4006.21,3108.75,4119.8,2779.08,4537.73,2800.9,4030.8,NA,3008.94,2297.74,2162.76,2259.5,3549.19,1865.21,3434.95,3015.1,NA,3932.58,3962.02,2665.75,3345.6,2821.89,485.631,2593.94,NA,2445.88,2339.65
1520,NUMA1,354.963,NA,NA,NA,NA,NA,497.533,NA,435.43,NA,NA,301.528,NA,NA,NA,NA,NA,197.793,NA,NA,650.052,NA,NA,NA,NA,225.942,360.458,NA,430.371,NA,NA,208.112,NA,473.797,NA,238.265,NA,NA,521.427,1278.97,NA,163.003,114.318,NA,3308.07,330.577,242.308,NA,NA,403.712,NA,NA,NA,393.193,222.074,NA,NA,NA,NA,NA,NA,NA,161.159,NA,NA,NA,NA,138.388,NA,298.8,176.497,NA,NA,396.472,NA,NA,NA,NA,NA,NA,2885.33,NA,NA,152.252,NA,320.013,NA,NA,NA,NA,NA,NA,2921.45,NA,223.94,227.584,229.436,NA,165.69,NA,507.724,NA,395.146,NA,NA,418.011,408.653,243.75,NA,NA,248.347,NA,NA,94.4581,NA,NA,NA,NA,947.688,NA,333.361,NA,NA,300.935,253.041,580.024,NA,373.577,252.176,NA,135.427,298.151,111.735,262.875,NA,NA,453.195,182.985,NA,NA,NA,NA,NA,NA,NA,NA,679.823,412.635,NA,314.376,NA,826.13,NA,185.477,NA,NA,NA,197.449,NA,NA,NA,NA,NA,NA,131.077,NA,478.42,NA,NA,NA,NA,NA,1177.24,346.226,481.683,NA,272.901,330.972,NA,NA,118.716,NA,NA,NA,NA,431.847,NA,2280.94,248.015,NA,208.389,NA,NA,NA,333.148,163.892,NA,NA,349.04,NA,344.582,439.394,286.515,NA,705.445,NA,197.492,330.745,338.4,NA,NA,NA,431.186,1810.33,NA,369.529,NA,4219.62,NA,299.001,133.12,NA,NA,265.108,NA,1896.97,164.097,375.259,NA,NA,NA,NA,607.667,NA,NA,141.342,NA,78.7646,NA,NA,NA,55.554,552.92,NA,NA,NA,NA,NA,NA,NA,NA,549.563,NA,247.286,109.961,336.127,239.064,NA,1459.95,NA,NA,NA,NA,NA,949.64,NA,NA,NA,196.862,NA,NA,242.815
1521,SLMAP,5457.62,8230.63,8200.56,5489.78,8067.75,11986.5,1185.72,18744.5,5710.56,NA,11653.2,5780.51,NA,4283.64,6980.94,9442.02,3238.3,5689.3,3656.5,3893.72,4201.77,5098.7,9151.1,9515.25,5005.29,5459.49,12813.6,8303.29,14246.2,18324.9,14284.1,11162.1,9641.69,13857.3,NA,3726.49,2873.94,7412.85,11532.6,8627.65,7669.16,4101.55,4443.11,13166.1,14632.1,6625.78,13087.5,15983.3,10283.8,8427.6,15624.8,6298.95,16603.1,15053.4,8279.89,4346.64,1006.46,6518.67,5889.05,7092.01,10131.6,5201.78,6661.6,7330.09,1284.92,7355.47,3629.78,5030.5,4511.39,12694.8,9395.12,NA,NA,7913.56,14044.4,26939.6,2934.88,5486.39,9962.15,9525.42,15036.7,9605.07,NA,2831.91,2419.78,13194.6,1663.3,4615.6,9390.6,7334.52,20930.5,4450.64,15032.8,6881.25,5699.8,5780.21,7939.08,3040.03,8258.84,2258.38,19619.6,7149.22,12643.1,7541.39,17117.7,7699.64,11539,10729.8,2802.42,5058.91,3903.09,5263.03,NA,3945.87,7907.44,6845.14,12980.9,10024.9,7793.28,22501.1,7320.13,4360.62,13594.1,8894.19,10327.3,10028.4,15661.2,4933.97,5615.47,8315.83,6751.87,5525.97,4508.12,9169.03,8014.55,19555.7,12856.6,7638.49,3182.81,2761.76,9059.21,1804.02,18148.8,7127.6,10978,5768.73,23393.2,8376.56,6070.96,9543.96,12869.6,14461,8983.97,6414.32,2418.35,6237.93,3160.61,12884,10192.7,15697.1,7271.62,7707.7,20187.2,4773.64,12518.4,5781.65,11275.1,9741.63,3652.84,7132.1,5390.67,13185.9,1264.87,14650.9,16118.5,8303.16,9719.8,14822.4,9908.39,3770.08,5460.61,11238.5,5115.94,14989.2,22115.3,5727.63,NA,1902.98,13420.8,NA,5629.8,15189.4,5176.72,5318.71,10621.8,8613.92,32710.5,NA,8465.74,1359.83,8838.51,5984.78,12079.5,14630.1,1903.98,7126.28,5499.62,8166.63,9602.8,10768.1,2388.61,3022.14,9111.23,11977.8,9563.42,10185.4,NA,NA,6349.77,5087.36,1988.82,12792.3,8474.95,3512.26,NA,14798.8,6045.11,11698.1,11413.1,7800.44,5426.75,3656.8,14702.4,11156.9,10536.8,4977.34,4530.03,4649.6,9338.63,4231.31,2494.38,6002.41,5581.15,8314.2,13089.7,1549.14,7482.94,9261.79,8176.93,6223.46,7997.24,6144.99,18279.4,11596.1,5607.49,13870.5,5299.42,10304.2,13611.1,12180.5,13095.2,13026,13283.8,9386.27,12515.7,5187.17,14298.6,NA,5349.2,6196.08,5635.37,6263.65
1522,SPCS2,319.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,645.495,NA,NA,NA,1486.68,NA,NA,NA,169.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.025,225.763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.565,719.946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343.903,NA,NA,NA,NA,NA,281.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.832,NA,NA,676.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.824,NA,NA,NA,NA,NA,NA,NA,NA,101.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.459,NA,NA,318.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.976,536.991,NA,322.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.31,NA,NA,NA,NA,NA,NA,263.253,NA,NA,NA,NA,NA,NA,NA,NA,1007.96,NA,NA,NA,NA,NA,NA,366.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.665,NA,437.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699.403,NA,NA,291.087
1523,EMC2,524.091,NA,NA,NA,470.18,NA,NA,NA,NA,NA,NA,394.05,NA,NA,NA,461.639,NA,393.759,NA,NA,NA,1435.28,NA,NA,NA,NA,NA,NA,NA,204.748,NA,NA,NA,NA,NA,NA,NA,NA,321.694,NA,NA,328.127,301.507,NA,NA,NA,NA,NA,NA,404.176,NA,NA,NA,NA,261.229,441.957,NA,NA,454.104,NA,NA,267.49,226.483,NA,NA,NA,NA,351.02,NA,NA,276.641,NA,NA,640.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.04,502.468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.723,239.536,NA,225.201,NA,NA,NA,758.362,584.302,NA,297.746,NA,NA,NA,449.095,398.919,NA,237.273,NA,NA,NA,NA,NA,NA,352.498,NA,NA,417.831,NA,NA,NA,NA,NA,458.466,646.112,NA,361.617,591.986,NA,309.78,NA,NA,NA,388.546,NA,250.013,NA,NA,NA,NA,NA,NA,NA,333.169,NA,436.977,NA,364.539,202.842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.191,NA,NA,833.947,NA,292.251,NA,NA,NA,NA,115.363,NA,NA,187.252,431.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549.631,369.761,NA,306.305,NA,NA,NA,NA,NA,NA,517.823,NA,NA,334.994,284.692,NA,NA,313.917,NA,NA,NA,297.49,NA,NA,NA,NA,NA,353.632,NA,NA,258.43,NA,NA,340.918,NA,NA,NA,206.834,NA,NA,NA,224.814,NA,NA,NA,NA,NA,NA,316.509,293.494,NA,407.901,NA,328.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,405.369,NA,NA,386.311
