,Gene_name,C2_266,A3_154,T3_41,T3_46,C1_214,C3_111,T2_178,A1_51,C2_257,T1_141,A1_71,C2_258,T3_48,T3_33,A3_156,A2_19,T3_39,C2_247,T3_34,T3_32,T2_179,T2_180,T2_197,T1_134,C3_119,C2_262,A1_77,T3_42,A2_4,C3_110,T1_123,C3_87,C3_99,C3_104,T1_139,C2_249,T1_130,A3_157,A1_52,T2_187,C3_108,C2_243,C2_256,T2_193,T2_186,A2_13,C3_102,C3_84,C3_120,C1_210,T2_198,C3_116,T1_138,C2_241,A2_30,C3_112,T1_133,A1_74,A3_169,A3_166,C3_103,C2_251,T2_185,T1_124,C1_216,C1_236,A1_70,T1_127,C3_85,T1_131,A1_60,A3_155,C3_113,C1_208,A1_53,A2_21,C3_101,C3_86,T2_188,A1_66,C2_265,A2_29,T2_189,C2_239,T1_144,A3_176,C3_88,A1_54,T2_192,A3_149,C1_222,T1_145,A1_73,C3_107,A2_18,A2_25,A3_167,C2_261,A1_78,A3_153,A2_8,C1_205,C2_255,C1_234,C1_209,A1_59,A1_76,C1_231,A2_22,A2_6,C1_226,C2_238,C3_105,C1_218,A1_75,C1_206,A1_68,C3_117,T1_126,C1_201,T2_196,T2_194,A3_174,C1_229,A3_162,C1_224,C2_252,C1_203,A2_2,A1_55,A2_10,A1_67,C3_92,C1_207,A1_80,C2_240,C3_82,C1_228,A2_23,A2_12,T1_128,A2_26,T2_191,A1_69,C3_91,T1_143,A1_62,C1_230,C3_95,A1_61,C1_232,C2_254,T1_132,A3_158,C2_264,A3_151,A3_173,C2_268,C2_260,C1_202,T1_140,A3_175,A2_9,C2_242,T1_146,A1_56,A2_14,T1_136,T2_190,C1_211,C3_97,A1_58,A3_160,A2_24,A3_168,A3_150,C3_100,C3_118,A3_159,A2_5,C2_270,T2_199,T3_47,A1_63,A1_64,C1_235,A3_163,T2_183,C3_89,T3_31,C2_246,C3_122,T3_45,C2_263,C1_212,C3_96,A3_165,A3_161,A2_17,T1_137,A2_20,A2_3,C3_98,C3_90,T2_181,C1_220,C2_259,A2_7,C3_81,T3_44,T3_35,T3_43,A2_1,T3_36,A3_170,C1_227,T1_135,T2_184,C1_215,C1_219,C2_245,T2_200,C1_223,C2_248,C2_272,T2_182,C1_221,A1_57,C3_83,A2_15,A2_11,T1_142,A1_72,A3_171,T3_50,C2_271,T2_177,C2_269,C1_204,A2_16,T3_38,A3_164,C1_225,A3_147,A1_65,T3_40,C2_244,C3_93,C2_250,T3_37,C1_233,C3_94,A3_148,C3_121,C2_267,C3_109,C2_237,A2_28,T3_49,A2_27,A3_172,C3_106,C3_115,C1_217,C3_114,T2_195,A1_79,T1_129,C2_253,T1_125,A3_152,C1_213
403,SOD2,27668.3,49407.6,57498.8,37874.1,2651.88,24847.6,30632.9,23833.3,102698,154955,19692.6,93116,78161.9,74231.3,36977,56476.5,90665.1,8950.79,89352.7,69988.8,22576.3,51457.8,32678.7,34256.8,117505,12321.3,87892.1,57314.9,89239.7,202182,56246.1,106777,100368,225544,105610,12511.9,191953,48755,79244.5,26395.3,29807.1,4951.12,11550.1,24771,19724.6,89835.9,129240,160306,109841,15095.7,12809,10924.7,217976,47568.8,3880.68,4639.22,203963,54179,9384.65,51796.8,25406,113214,17538.9,75164.8,134165,49392.5,115737,8215.8,173786,65423.1,33820.3,127416,35140.5,71189,105356,8794.65,49279.6,123962,53693.5,41722.8,18254,195325,79808.4,149474,117833,29498.8,209943,91795,65842.5,43327.3,184647,48388.2,28534.9,94591,9392.08,5346.17,28223.8,169970,69936.1,185071,80754.3,46086.6,148065,157416,4166.69,12077.6,21321.7,129270,32384.9,101402,66302.6,114006,35057.9,62888.5,159149,48367.7,22774.5,56917.9,29093.6,30536.9,34325.8,153253,19451,29622.5,980.11,12227,46105.9,53026.1,90526.7,36120.1,131381,160021,160884,4300.12,1052.65,54063.4,82802.8,35360.9,121300,109746,72038.7,147990,194736,4582.92,18957.4,7350.46,62598.1,106306,141228,80955.6,34329.3,18026.2,45227.4,5103.1,46616.6,5319.02,189837,94446,109753,60415.9,78786.7,38567.7,147030,3271.61,111653,38375.7,119338,24410.8,77101.3,83304.4,149642,117003,32780.8,112533,130639,92634.3,31904.1,28480.8,64704,116689,69994.8,30528,92980.8,23040.6,60950.2,6707.28,39110.2,25723.4,111699,71053.4,77074.8,101449,91218,101056,6775.3,42785.3,67601.2,38290.1,75638.8,189183,18462.5,102235,44288.2,33566,26568.1,4012.07,5607.29,113960,67793.3,67614.5,108612,90826.9,8519.78,45405.5,48017.5,8040.85,204914,32509.5,5407.98,10370.6,227652,28894.3,74981.7,150027,115070,34856.3,75673.5,54228.1,10174.8,123318,105057,146451,77036.2,46078.1,106722,15092,14246.9,186740,4256.48,122975,83909.4,42001.2,59066,72825.4,71564.1,77828.8,24374.7,39206.8,33645.2,14655.8,61097.6,150908,46335.4,30090.9,78946.7,120145,60182.3,115583,4767.74,98571.4,42855.2,63508.7,133859,86524.5,20699.1,30874.4,128467,131533,10997.1,119790,42874.7,6813.74
404,HRG,386.615,NA,NA,NA,NA,272.315,NA,NA,230.051,NA,NA,301.895,NA,NA,NA,873.46,NA,366.623,NA,NA,1222.9,2347.08,2294.83,NA,652.613,444.566,840.63,2047.79,585.926,749.122,NA,472.623,NA,607.687,2276.27,455.481,NA,NA,NA,1000.42,276.318,220.701,358.458,NA,1402.26,669.151,509.581,643.829,458.772,NA,697.771,306.724,1091.88,1131.75,241.434,248.845,NA,1393.09,318.994,NA,NA,263.119,397.936,402.494,NA,NA,NA,NA,NA,NA,768.458,NA,1769.2,545.657,NA,NA,593.491,652.5,NA,NA,NA,NA,NA,588.87,817.199,680.417,NA,867.731,NA,NA,NA,490.473,1796.23,NA,361.129,373.276,824.583,NA,355.069,NA,717.789,NA,465.57,557.934,259.127,537.819,427.239,626.867,1364.77,1212.33,599.601,772.128,1448.54,383.811,NA,NA,429.055,NA,1113.41,NA,322.293,NA,860.08,410.829,478.91,NA,NA,470.232,994.422,NA,1277.67,373.587,408.575,321.806,NA,1289.19,702.477,325.974,691.529,764.181,571.282,512.404,494.965,356.062,922.851,506.389,846.988,276.809,NA,414.95,811.255,1209.29,NA,585.681,NA,231.825,566.154,302.56,1116.83,NA,492.263,910.289,374.132,478.235,746.866,474.944,NA,387.3,959.756,518.289,NA,1086.61,2713.74,1055.74,532.161,NA,1282.35,259.585,NA,1304.63,320.1,NA,NA,NA,NA,498.218,NA,2719.23,214.29,NA,315.856,616.672,NA,505.707,459.668,318.967,NA,NA,504.985,NA,1455.12,673.869,NA,NA,1496.09,386.319,225.693,NA,601.825,NA,NA,NA,999.366,1148.58,NA,465.288,NA,2861.17,504.611,354.266,438.336,NA,482.979,478.76,NA,4230.59,562.395,593.885,NA,472.816,578.895,541.131,780.51,767.401,NA,522.226,2605.07,395.734,275.172,NA,NA,NA,386.198,NA,1084.62,NA,271.051,382.99,449.56,NA,NA,327.891,NA,532.495,376.716,592.762,201.75,752.721,406.21,652.998,NA,NA,346.19,712.97,NA,NA,669.899,NA,391.021,NA,NA,321.319
405,THY1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3902.95,2627.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5182.11,NA,NA,NA,NA,2217.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871.66,NA,NA,NA,NA,NA,NA,1115.2,NA,NA,NA,NA,NA,NA,NA,2516.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377.14,1856.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1191.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382.82,NA,NA,NA,4801.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4310.85,NA,NA,NA,1959.99,NA,NA,NA,NA,NA,NA,NA,NA,4368.26,1348.91,NA,NA,9294.97,NA,NA,NA,NA,NA,NA,NA,2210.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.057,NA,1838.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,A1BG,21761.8,51496.1,27101.8,64778.8,8973.64,30036.1,126023,21724.9,19594.8,50006.9,55724,19349.5,80940.7,76136.1,51348,78837.6,105349,22676.1,86318.1,79610.9,225954,94727.9,90841.9,20862.4,40902.9,28248.4,41777.1,22014.3,54940.9,38280.6,50768.2,52749.7,28910.2,38885.1,46081,42014.2,94993.8,56548.5,15994.4,130898,30268.5,22707.2,25604.5,95270.6,119744,74317.5,35218.5,41094.6,33345.1,15235.6,36570.2,11115.4,47424.6,32527.5,12005.3,15959.8,123749,100710,31845.5,71513.6,34619.8,30281.8,32806,10187.5,61927.7,52088.4,89863.9,19532,77306.4,16215,65529.1,44449.5,167903,14417.4,20389.1,39714.5,48351.3,92741.6,48873.7,59549.8,79412.5,46489.8,40428.6,41188,112536,28273.6,90039.1,82840.5,57840.1,41597.2,31963.7,53832.5,123922,61933.6,12416.1,13384,82943.3,79875.8,21724.8,83500.7,52701.7,57551.1,34512.9,27717.3,20228.6,68029.8,20852.5,40219.1,168439,81802.7,31703.8,150630,157841,17555.5,36755,48419.9,32953.6,23573.8,39471.3,39308.5,6519.92,61260.4,56826.5,26610.6,35738.3,35691.9,47056.5,21042.2,83694.9,54925.5,101058,16875.6,32677.2,9440.3,5159.41,55004.3,58957.9,8960.02,110400,65486.9,18096.3,40993.8,26024,13151.6,33459.9,12010.1,37424.5,26933.3,83992.4,7429.1,117304,64672.4,42244.6,11173.4,49401.4,7968.91,50383.1,13617.3,61222.5,32885.2,80962.4,83596.2,19660.7,8975.92,69356.1,29196.6,19908.8,15296.6,77245.9,72888,82280.4,60383.9,118564,61227.5,30084.8,29134.9,25465.7,30716.6,61085.2,75218,15812.4,65871.1,80467.8,45492.1,52943.7,17160.1,35353,136288,18095.8,54250.7,16324.8,28372.2,54750.3,29135,13196.7,25880.6,NA,45458.2,99533.2,67565.3,73409.3,89573,14657.5,33222.9,200465,14726.2,14770.6,61900.7,12103.3,65532.4,76729.5,67943.1,49974.2,32541,53173.9,26631.4,105211,101160,10833.1,17559,39657.5,77216.9,14959.4,46945,51586.6,158629,17109.3,20244.5,22081.2,76108.8,80464.2,41093.2,39482.5,36083.7,29761.6,15013.9,125870,43700.5,7305.89,79602.3,72803.7,43076.9,9605.41,30390.7,51274.2,79481.9,23075.9,36947.4,39629.4,61124.8,12166.9,32744.6,58911.9,30319.6,22572.9,20037.9,8790.81,109471,14937.6,85238.1,36889,18869,29371.1,31686.9,26236.2,113515,57427.2,60722.1,16602.6,55705.2,89873.4,8001.14
407,VWF,2642.01,NA,NA,NA,NA,1553.92,17743.2,2019.14,4223.35,NA,NA,3722.6,NA,NA,NA,585.967,NA,2926.94,NA,NA,5867.41,8731.33,3819.03,NA,NA,2656.54,NA,NA,NA,2370.46,NA,NA,NA,718.154,NA,2678.69,NA,NA,1914,16170.7,962.039,2374.05,1584.32,NA,14818.6,4768,NA,2129.53,NA,1978.73,844.159,NA,NA,NA,NA,1335.96,NA,1078.21,NA,NA,NA,2523.92,2510.29,NA,NA,864.445,NA,1525.02,NA,NA,NA,NA,4438.19,1811.93,1743.18,NA,NA,NA,NA,NA,858.666,NA,NA,1110.22,NA,1323.2,NA,1405.24,NA,NA,NA,759.679,14123.2,NA,1935.17,1460.14,724.706,NA,1672.6,NA,3284.78,NA,1933.31,2027.27,1547.41,NA,1610.29,2100.32,4871.44,NA,NA,911.71,4530.19,1662.17,NA,NA,1492.07,1459.1,5977.46,NA,3991.63,NA,1122.55,755.502,1030.51,NA,NA,3169.22,664.271,NA,NA,314.589,NA,3592.33,1607.39,NA,1611.68,2742.93,NA,NA,NA,729.987,NA,1989.94,NA,NA,NA,2008.24,NA,2095.31,NA,1040.25,NA,NA,NA,NA,1437.53,NA,NA,NA,NA,NA,751.093,1298.99,NA,NA,2164.4,1386.93,508.149,944.61,NA,911.106,2850.28,959.27,1933.27,NA,NA,1080.45,NA,NA,3725.77,NA,NA,2032.75,NA,2640.8,NA,14215.5,2154.58,NA,2916.64,2323.61,4193.81,2533.49,1298.31,813.276,NA,NA,NA,NA,NA,NA,NA,NA,28158.9,1728.07,1706.77,NA,1474.11,2546.54,NA,NA,NA,8520.23,NA,NA,NA,3322.79,NA,2049.06,NA,NA,1409.5,NA,NA,103402,2168.57,1827.09,NA,1146.03,770.35,NA,2254.22,NA,NA,1761.25,5460.88,2157.12,1355.12,744.995,NA,NA,2012.46,NA,2003.72,NA,NA,NA,NA,NA,1826.64,554.904,NA,2372.32,NA,2471.17,2244.57,739.464,2238.57,NA,NA,NA,NA,3029.29,2540.11,NA,1752.09,NA,NA,NA,NA,2310.13
408,GAPDH,2470000,1220000,1200000,1310000,741210,1100000,839333,502432,1480000,1330000,1570000,1440000,1280000,1850000,1120000,1050000,1910000,1650000,1600000,1170000,635719,667922,729339,614820,3080000,2040000,1450000,913337,633652,1440000,989520,2670000,2040000,1390000,1300000,4160000,1930000,1250000,1280000,484667,2040000,2170000,3620000,566145,605383,751002,1940000,1430000,2920000,1590000,1230000,1700000,1330000,1870000,1250000,3650000,2700000,1160000,1940000,1130000,1010000,2670000,2390000,332245,1040000,934509,2280000,1170000,1560000,1030000,957333,4240000,714327,1020000,863214,914674,1320000,1620000,753853,1240000,915464,3520000,1890000,3220000,1170000,1860000,1880000,1940000,989660,1030000,1410000,4110000,744686,1580000,2180000,1750000,2390000,1720000,1190000,1770000,840072,1150000,2470000,936957,414101,825410,1460000,1770000,618886,1830000,4530000,1010000,866406,1530000,1420000,1010000,1340000,1010000,780430,767227,464068,1040000,2040000,1590000,413079,693590,959546,2350000,2260000,752870,975680,2330000,5250000,860737,603908,1240000,1790000,1130000,970654,1060000,1190000,5890000,1660000,1110000,1960000,624661,1400000,1640000,1450000,540917,581911,786809,719877,1860000,989997,2610000,3280000,1320000,1210000,1060000,1410000,2180000,1390000,685036,1720000,1510000,547959,1610000,1240000,680690,1270000,1140000,664153,1710000,1820000,1030000,1550000,1280000,1240000,2030000,1500000,481315,1940000,1390000,1240000,2090000,1090000,586730,577629,2.00E+06,1820000,2.00E+06,1680000,3650000,1840000,1880000,682974,907621,620803,1270000,1400000,1360000,745943,593186,663342,902742,1600000,881090,808445,954344,1870000,2320000,568748,660720,1200000,2860000,1820000,490168,1200000,1820000,3020000,633701,1250000,4390000,3140000,464176,1630000,880005,710098,1410000,1010000,1300000,1100000,1080000,1120000,5130000,977780,2520000,384123,845136,1610000,1070000,1140000,1400000,2260000,1640000,2740000,3180000,3390000,1700000,950780,2190000,939380,2660000,2730000,1650000,1070000,1570000,258806,1080000,1010000,741691,2230000,1420000,1190000,738613,2110000,1220000,2850000,1400000,968060,421320
409,HLA-A,2968.58,4403.03,5556.9,9316.35,2808.97,5405.73,12026.7,9210.58,7205.89,2847.08,3885.47,4894.19,3097.24,3889.22,NA,2705.02,4148.31,6291.49,3203,3846.34,9486.09,45266.2,9358.32,2020.95,2977.5,5267.25,2710.67,NA,2446,9931.98,4575.71,8120.31,2086.19,10425.7,NA,7197.53,2374.88,4170.97,2191.07,37097.4,4517.83,3730.37,3371.37,4497.68,47280.7,2465.55,4650.63,12701.8,3158.59,6916.16,6842.04,1588.41,7195.99,3354.85,2297.11,4164.89,1251.85,4773.47,3007.98,4991.69,5987.21,1773.2,6788.38,2352.71,NA,5411.67,2671.51,3563.07,2093.79,201.718,1861.29,NA,8353.38,5540.74,5420.81,13480.3,3451.56,2191.7,4000.44,6038.9,14545.9,3060.56,13917.6,3627.4,7263.32,8123.97,1592.08,3544.78,8905.02,5260.5,2023.24,4954.67,34691.5,NA,1562.25,1332.69,3009.77,NA,3539.41,2094.91,6038.15,3452.45,5255.32,14569.1,8309.24,2682.89,7309.62,6176.68,7167.76,2989.79,2213.17,6844.75,5162.77,3289.73,2933.8,4512.94,4937.85,2909.56,14319.4,8537.09,6519.36,1318.23,6797.42,5350.23,2083.44,6946.15,3504.09,7940.84,1961.23,3423.37,3414.79,4499.4,2407.55,3856.71,3231.7,5120.57,2374.35,2450.5,4967.05,3029.78,2200.13,3577.17,3712.9,3188.82,3974.68,1362.89,4569.93,10020.6,NA,3624.48,4898.6,11311.7,4115.58,1422.47,2767.25,1729.82,12087.4,2582.82,4667.87,5804.92,5431.76,3073.53,6239.36,1089.31,2258.44,1355.72,5035.32,4632.46,3330.15,3399.69,728.579,2909.36,23616.3,5454.49,11130.5,NA,1791.84,4735.3,6423.3,3796.11,5256.65,6903.51,7474.27,5201.69,4279.44,3699.14,4641.29,37923.8,6510.05,3431.72,3853.79,9337.79,3665.35,3892.4,6353.09,3099.45,4855.12,3233.81,2624.78,1791.2,3686.96,6056.95,2628.14,5186.22,19624.3,1905.36,2939.42,2277.84,3309.08,10430.1,4573.11,2350.11,2555.59,35936.3,6560.03,5669.02,2579.42,46311.6,1256.47,1638.32,3785.38,5335.12,3797.26,4985.01,1262.32,79052.6,6421.31,5196.5,2811.64,3745.38,2317.27,1745.38,8719.25,5156.9,4008.08,3486.63,7477.36,7381.99,5732.38,1837.58,4679.2,5454.96,4758.17,5154.94,2844.94,4673.5,3261.56,4123.65,1598.44,4189.6,5180.63,6631.01,6943.05,5424.72,1346.14,4637.6,5073.38,4448.38,11348.6,4042.14,3408.27,NA,4394.6,6567.85,14428.4,6138.95,3740.85,935.126,2454.59,3546.84,2863,4387.98
410,CAPNS1,17511,32174.5,25564.9,20741.6,6273.58,9197.92,21686.4,18274.8,14967.8,27635.5,24909.6,12373.3,20586.4,24164.2,25872,21701.9,24933.9,11689.1,25461.9,15583.7,20974.4,51655.7,34980.1,16117,27079.6,13699.2,23329.3,16645,20848.5,14457,23078.8,20991.3,16118.3,11805.5,31062.7,14857.7,17254.5,34447.7,20002.2,19593.1,16613.9,15502.2,17063.3,20104,14069.5,19743.7,16039.1,10517.3,12554.2,12180.7,16441.8,12538.5,10243.6,24673.6,8970.53,24997.2,21841.9,27967.7,9248.38,28822.7,28569.6,17239.1,12044.4,5164.53,21711.7,38887.1,26263.2,10289.3,31254.8,12432.3,17616.8,NA,22283.8,12434.5,5001.86,16439.3,35073,26610.3,36120.8,33151.5,19605.9,16620,33269.6,18140.2,17452.9,19717.7,17116.1,37684.9,31216.1,34899.3,9578.05,22130.9,17122,20507.5,13874.8,13476.1,37139.2,20696.3,6829.26,22646.1,18924,27121.8,19017.9,7123.61,8929.18,25554.4,8500.23,13292.3,22511.1,28584.7,21372.4,19319.2,27380.6,9599.22,22958.1,39215.4,11131.7,24802.4,40795.5,19863.3,4577.84,25965.8,24273.6,9486.3,15445.7,13632.6,29595,12823.7,39325.3,37744.5,20619.7,32361.4,33291.8,14406.1,5579.44,22923.5,22868.1,10691,21047.7,18802.4,12145.9,32773.4,9012.34,12388.2,21673.3,6457.73,22574.4,12666.2,24946.2,9693.4,22165.3,27217.4,37862.7,18334.9,30684.7,17947.9,19153.4,19873.2,19696.3,23958.4,22276.5,35459,13622.4,5243.77,32628.7,7179.67,8725.98,17999.6,28515.5,17707.6,22503.4,17004.2,23537.7,27707,22173.7,51890.2,9010.67,10145.7,35462.2,32799.7,11589,24490.1,20920.7,26025,22144.1,20628.5,37745.9,21863.7,6551.46,28704.6,16639.1,15688.2,24059.8,21094.1,14315.1,13949.7,27174.9,34447.7,28550.6,28130.2,28008.2,26089.3,6815.98,4294.25,22949.3,9445.13,14290.2,21314.5,16559.8,28843.2,24057.6,18518.7,22774.9,37884.3,23799.6,25097.5,23229.5,30552.2,9526.04,16880.8,32535.5,16914.4,9059.58,22898.2,24517.5,26783.6,14702.8,14662.2,6951.37,35976.2,30284,34057.1,15185,30868.1,26979.3,19306.5,24926.7,16760.6,4482.47,29202.2,23935.7,31509.1,10942.7,NA,25947.9,13897.3,17506.6,18034.8,9802.19,40088,14496.8,16021.3,19178.8,21439.7,17574.6,9889.05,15022.6,25951.5,14078.9,22562,26774.1,10396.9,9609.13,12197.2,7657.36,33510.7,33246.6,36123,14909.7,20825,23050.4,6635.35
411,HSPB1,94957.5,294488,257730,167621,163439,106193,91645.4,250332,98609.8,236628,270481,66093.7,120721,185753,287231,208298,188472,84399,241732,271358,103498,108458,213987,109680,223632,78855.1,162743,274789,147103,114869,173529,217557,149716,133568,217543,111735,233509,313348,253972,95757.8,163097,75103.5,107851,168556,98406,158343,112093,197369,164193,190035,442385,139404,115360,492401,153635,137458,248458,223564,59075.3,263462,259594,125390,69983,212355,203132,300333,165998,60071.4,247867,205759,285775,212739,122303,236004,81505,186240,285001,173595,284371,262706,107829,166435,208142,92123.5,122286,184654,225616,234235,274069,264475,89030.5,108589,127100,176239,150074,216483,308054,229455,96870.9,207539,254179,247794,194077,106707,210506,225962,149866,111875,106560,249359,143406,150270,137217,62385.7,291312,271256,137339,96815.8,206507,210831,97430.8,213352,321450,118136,170769,168611,254377,79659.7,244302,227458,154289,297507,124286,199568,135148,209325,188728,151145,145157,112855,52871.1,123698,67272.1,195599,224986,85277,211515,108786,162374,140988,168584,136411,234089,204897,272428,210007,105542,334970,162753,276434,217610,252481,173091,47319.2,210631,50027.6,128163,195261,197110,165407,148904,157679,139114,244801,195429,203739,78199.1,81882.4,277949,151372,75844,161888,163667,227369,323240,210296,221277,110708,131830,241200,91176.9,152598,192184,110015,256286,134745,261503,221344,149541,199154,255659,169485,76057.1,154283,109247,167132,71349,126644,101565,174078,192065,208818,199138,252193,263461,241986,228814,92532.9,117863,193560,137561,138486,92500.6,110892,102295,79635.3,263900,228918,202311,191953,164214,287064,140277,297717,169526,185083,121014,118636,92894.2,171202,232878,229487,172587,246610,214039,142880,79530.1,248419,125558,346795,206817,150921,209778,192370,82085.6,104544,102818,190802,221832,166266,277006,122221,150914,131108,107467,153990,221947,183879,103490,140378,278758,160627
412,RPN1,24323.4,8752.64,9409.57,20035.6,15464.8,30675.6,12108.6,30650,15630.5,3577.9,13828,18511.9,1450.98,4686.61,13634.8,19332.8,3765.38,15494.1,5660.61,5786.81,15001.5,27641,10683.3,9526.91,6252.7,15809.2,12447.3,22962.6,10637.6,10733.7,5832.25,7718.17,10654.7,9318.16,1463.69,18810.9,4316.56,7378.23,15777.2,43549.2,34150.9,19033.4,18131.2,23813.7,61231.2,16190.3,14037.2,14676.6,10167.1,17638.6,23177.7,19299.7,15780.5,16899.2,18258.4,18162.4,2773.35,8415.13,19829.9,7566.54,NA,11432.7,20641.6,11850.8,NA,6250.37,4558.83,21068.3,1922.84,21384.7,21854.9,NA,4201.96,15513,22871.3,20501.7,1671.06,7097.84,9824.97,8231.78,18547.9,8396.14,NA,11105.6,5992.52,19789.6,1071.92,7205.78,11226.8,9672.05,9261.7,8236.04,52020.5,NA,18016.7,24507.5,10321.2,5174.96,14222.4,5102.87,13366,7723.63,13658.7,11291.2,24676.3,22374.9,21841.4,11544,7278.78,3974.1,17858.1,5916.02,4802.96,12166.1,6039.98,8683.44,18937.7,18619.3,32707.3,24279,14812.5,4730.12,18185.2,23484.9,24715.7,42408.2,11514.3,13014.3,6887.95,3892.48,6842.89,5665.62,2850.31,19896.2,27232.1,17292,14516.4,17497.4,11287.7,4523.46,12038.8,5144.01,11968.2,19572.7,22667.9,16986.4,11278.9,16240.5,2673.92,14036.5,22213.3,26365.1,4239.85,16721.7,NA,19691.9,7133.2,11565.7,13934.9,12207.8,17452.2,11982,7970.44,16915,14001.9,25583.6,16749.2,22807.1,3222.73,17768.1,NA,17556.1,25785.3,10300,10234.1,NA,23373.4,29402.1,9204.19,1892.46,14828.3,4564.83,7875.96,19325.3,9069.08,17694.3,NA,42212.1,19739.4,1528.69,12564.7,26510.8,7692.06,10470.2,15974.2,19902.9,NA,NA,23769.4,2834.54,24943.5,4946.17,34209.1,6393.66,21802.8,20461.2,19788.8,7994.09,15005,24453.7,7880.81,3045.71,19397.8,14809.5,11231.4,16589,2429.21,43331.5,19672.7,20086.8,4697.26,25321.6,9819.79,3744.38,1839,80411.1,11441.3,27319.6,17108.3,5091.15,11817.3,NA,18066.1,16282.8,22713.3,17215,17341.2,6034.63,20523,3368.92,7741.49,1975.69,14951.6,NA,11277.5,5416.83,13954.2,15039.1,28790.3,17926.7,18756.4,6938.35,13077,12191.8,14810.7,18355.1,13226.8,11727.2,29536.8,15479.3,11944.2,5746.61,8541.58,18666.9,28789.1,12816.9,7546.93,1171.06,18251.7,NA,6609.48,15422.8
413,RPN2,NA,NA,NA,NA,NA,NA,2208.64,1110.94,902.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10769,NA,NA,NA,NA,833.436,NA,NA,NA,NA,NA,1089.68,NA,NA,NA,NA,NA,NA,2069.72,NA,NA,NA,1826.66,3980.68,NA,NA,283.222,NA,351.284,NA,NA,NA,NA,922.745,849.403,NA,NA,NA,NA,NA,NA,690.033,NA,NA,NA,NA,641.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.938,NA,NA,NA,NA,NA,590.986,NA,NA,NA,NA,NA,NA,NA,NA,1697.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885.574,NA,NA,NA,NA,NA,471.759,NA,NA,NA,5073.89,1534.05,NA,610.324,NA,NA,NA,NA,521.658,NA,NA,NA,1188.48,NA,NA,NA,839.276,NA,NA,897.634,677.602,NA,NA,1500.12,NA,NA,NA,2257.72,1083.2,1408.81,549.96,NA,698.063,NA,1918.3,NA,800.343,NA,NA,NA,617.379,NA,NA,NA,NA,NA,785.801,NA,NA,NA,999.229,NA,NA,NA,NA,1391.24,812.164,1064.21,NA,NA,NA,NA,NA,NA,NA,NA,2015.54,NA,NA,NA,1294.62,NA,NA,492.494,NA,NA,NA,523.965,346.739,NA,NA,NA,NA,NA,NA,NA,NA,NA,713.562,NA,NA,1130.35,NA,NA,NA,NA,NA,NA,501.886,NA,NA,766.737,519.246,NA,2766.76,NA,344.149,NA,4298.76,NA,NA,NA,NA,703.873,NA,NA,NA,NA,NA,NA,NA,731.721,NA,NA,NA,691.289,NA,NA,NA,NA,1036.84,NA,NA,438.32,NA,NA,NA,390.983,NA,675.937,NA,796.282,NA,NA,NA,NA,490.017,NA,NA,NA,NA,610.638,NA,NA,669.656
