"","P1_slow","P2_slow","P3_slow","P4_slow","P5_slow","P1_fast","P2_fast","P3_fast","P4_fast","P5_fast"
"ECHDC3",11.6603123946317,11.6392769080332,12.1376732199953,12.4307700693755,11.7397806097733,11.6483575820097,11.7118605243158,11.9293323911011,12.1396121029056,11.8680008167948
"LRRC39",13.8029584213031,13.8516807303745,14.0801295473589,13.8822609290998,13.5012400840974,12.8072544890896,12.5841345140076,12.7341253120227,12.7251063278141,12.7416397764679
"NUDT16",10.0684835361506,10.2923446421088,10.0578731815809,10.1440973689642,9.91160021228731,10.0132782267368,10.5447212680045,10.1155417227507,10.4878098936397,10.04436679533
"CMBL",16.0404546193052,16.0756505136647,15.9308227687065,15.7791351267364,16.1926780982335,16.6182766024489,16.6616723503335,16.6355905980453,16.5301342375533,16.5921942505516
"MSI2",12.4247959162641,12.3362896827291,12.3263709833573,12.3228756497679,12.3223289589702,12.3509502281737,12.3696859438253,12.2890736412536,12.2349578113155,12.3197379820322
"MRPL38",12.9227699101848,12.6889336625007,12.8229290523434,12.8901445542091,12.8726748802706,12.6492359652721,12.1704634069263,12.3203238957516,12.4320130924189,12.5441313111085
"MRRF",12.5240519187178,12.6981420183868,12.5278487426731,12.7686805794539,12.5963075225797,12.4162895831955,12.2116601944574,12.3239414814284,12.610999430004,12.4286157406303
"MTERF3",NA,11.0108147981777,11.0177549197407,9.08440714057279,10.7056323873614,NA,10.1973764375497,9.91423861268023,10.8280571258486,9.73948022795784
"OMA1",11.3131324564358,11.3827243381763,11.2040121295525,11.5365689776474,11.3442959079158,11.2311362170394,11.1134491702483,11.1560514656216,11.5278723679073,11.2961425616126
"KTI12",16.5308443108874,16.8961608582662,15.9349786268897,16.6796862626097,16.3055012421276,16.3413163440949,16.5849081849085,16.4530455169186,16.5572138320089,16.400052200754
"MRPS24",9.8973655839886,9.87650235619236,10.0604797814076,10.2045711442492,9.79928162152192,10.2790533587181,10.0049389056204,10.0540862078979,10.1301363391806,9.06079463179706
"MRPL53",10.652844973002,10.704700647763,11.0862423992282,10.8608839886467,10.8601261702725,10.7757666396893,10.5476576217552,10.6849589615939,10.7395421476522,10.7217011348053
"L3HYPDH",11.0768155970508,10.7107419224327,11.2981084032114,10.8783115248492,10.8345895578529,10.8208092058633,10.8149129387649,11.0041317601451,10.7295937559017,10.8506947394433
"DAZAP1",10.829700957571,10.7591569302401,10.6434413553152,10.4414761642318,10.7387757567642,10.5389745842534,10.7228246043826,10.6183304365115,10.5975922837311,10.829815680401
"CCDC51",11.1335660943475,9.16820468018543,10.7220109851289,10.8157860966988,10.9531498922437,8.68837510404417,8.61381524309431,9.15535965080194,9.24388563270465,8.53073091391455
"DNAJA3",11.7616876948825,11.7985950260828,11.8100836304238,11.9218409370745,11.9737420018719,11.6701493836493,11.7838167593202,11.6912898784044,11.8177831217745,11.8297929482427
"PTCD3",12.6172377139863,12.5236354009389,12.4495639537997,12.5840229402575,12.4603919002557,12.1424511885796,12.1389149170196,12.0943512093367,12.2605814542619,12.2076244682268
"MMAB",13.4804509808975,13.4640351521899,13.2939601281978,13.587003934431,13.8580781561231,12.9167475591193,12.6879289458118,12.6119733259452,13.0913494303463,13.3767580836176
"DYNLL2",12.7631673266211,12.8663458609366,13.3324656093493,12.7830589383593,12.6050164479114,12.6073303137496,12.5840229402575,12.642335575598,12.6951390992081,12.4448432610503
"S100A16",12.4432290687548,12.1545808041678,11.8581256381159,11.7380964755363,12.4330637651221,12.4954308841948,12.4130768233309,12.1744218821735,12.1779592304853,12.6364571630411
"SIPA1",10.6479530787922,10.4056626968203,10.4672081429051,10.4154988343241,10.7035022672693,10.6267169088309,11.129268640456,11.0217281639093,10.9428003769464,9.98070085494782
"SCRN2",11.5652972813145,11.1258821952951,11.2324688962885,11.0014081943928,11.3108115645249,11.7357917949549,11.4848077926998,11.256232281058,11.0813999260323,11.6115772568411
"OTUB1",14.1223206021532,14.3281489657571,14.2946494646696,14.2827976893753,14.0532471259124,14.233872917233,14.2710471018688,14.3179848861141,14.3566024957252,13.9957479310068
"CHMP6",12.1334442933385,12.2318211786574,12.196479181784,12.3424775215727,12.3036095321189,11.9822319067938,11.9628596515129,12.0308254714039,12.0381199373848,12.1911636422404
"MRPL48",11.6520516458792,11.6616088828748,11.9185651289894,11.8870949264234,11.9649817531581,11.7382123952458,11.7035690208676,11.6048589701953,11.7945270813677,11.4779516663006
"TMEM261",12.050154749392,12.4563544151083,11.7351519093811,11.6357815938894,12.4460494067166,11.8862986414171,12.1326700154296,11.4085738848319,11.4963894444073,12.1784907266032
"DCUN1D1",11.6643014211741,11.7942151968412,11.6051090738329,11.5848143434736,11.5018286075918,11.9580705282258,11.9001570791156,11.9042992518148,11.8769120987985,11.7089279871832
"FAHD2A",11.3676962051978,11.9471144566488,12.0542985997868,11.9931471508065,12.025831668332,11.2540874501143,11.7816219978706,11.7151340471902,11.7067781734798,11.8322464608297
"MARS2",9.90034964702381,9.96979732781023,10.0293838954916,10.0950936820752,10.1540025521351,10.1025137916579,10.1415969372087,10.0004831354223,10.2641767492004,9.93164612652485
"APIP",9.4797802640291,9.3340133790314,9.49583104837697,9.89129317053951,9.63640167431051,9.70808755949779,9.88587784259169,9.70435153508442,9.69200168091571,9.67655832450147
"SLC41A3",11.9279816135889,11.6068536596687,11.1266927717801,11.1541800704955,11.4517211174225,11.5721451020022,12.0960325186845,11.5362472156881,11.5748514804619,11.5324825573782
"SNF8",11.5330054457814,11.8856887480812,11.8204263059581,11.6477552097442,11.687455972357,11.5054840825315,11.7464639826633,11.6174674652942,11.5910892594331,11.7814913769646
"PDLIM5",18.538842548513,18.6230241208548,18.7414373600762,18.520797432933,18.4651677975909,18.468618377411,18.6500662840567,18.5177770203876,18.4821089463644,18.4007962266428
"ERO1L",11.2995686470708,11.4665863377192,11.7895336449704,11.4809517254379,11.2644426002266,11.5293507699962,11.5285029486328,11.8421145896686,11.6289239288462,11.4930548415394
"C7orf55",12.6250737581105,12.8146716786849,12.9467637519492,12.9236706240523,12.8642082524124,12.3256467140064,12.1364785183492,12.3948994028231,12.4605826061156,12.3381318837002
"AHCYL2",11.2175518449487,11.5735193840436,11.4049790300854,11.430421188389,11.2713109094149,11.2588780933507,11.4582264709269,11.3058520140662,11.4580281170682,11.1635742061234
"DDRGK1",10.8797899904576,11.0183671155431,11.2560022374259,11.0856919850182,11.0701209444768,10.9829987868055,11.0901124196643,11.038106016701,10.9667971097636,10.9302662770618
"DHTKD1",11.8841705191084,11.9825439764432,11.4221594004987,11.9482504094428,11.5426643310183,12.0940743858167,12.5022408422801,12.2850593071302,12.1808881735272,12.3822700635864
"PYURF",11.2827442114709,11.8011067120807,12.1219770066649,12.2106713437856,11.7877817750711,11.8033474526964,11.8501324623534,12.1503165487946,12.301236097749,11.7684139390514
"SUCLG2",14.5009785995788,13.9384769386664,14.2456417578397,14.5433395676132,14.532599438673,13.7519414598126,13.5863813515157,13.4332724581704,14.0469216090792,14.2024824739263
"GMPPA",10.4642240913036,10.6344519042813,10.8348897342261,10.5117526537674,10.3049216695817,10.9065418229626,10.6774577437093,10.7794813482755,10.7756761181639,10.5236810076703
"ABHD14B",12.7808821516162,13.7099453802325,13.3162815317462,13.5795810104316,13.5507467853832,13.0482041723269,14.0198539565634,13.6617669658229,14.079995540516,13.8682243767271
"NGLY1",12.2703157693743,12.1062063118814,12.0845234488565,12.157234971124,12.1324997296285,12.3709335669972,12.2324479099981,12.4235967461315,12.4342451943234,12.217454907959
"USMG5",16.3541304807873,16.3744791647177,16.3886900272743,16.5600033200278,16.5067693066233,15.9341503816764,15.9737063078823,15.81925107122,16.1538724305632,16.2295277385095
"CDK5RAP3",11.529684321211,11.6604594389947,11.6410537395782,11.676952650179,11.5356977097369,11.6610521148577,11.3826240265749,11.4935018494559,11.3476988712084,11.3663222142458
"VCPIP1",NA,NA,NA,NA,NA,NA,9.5861923998319,9.67572775260719,9.31677705481647,NA
"TMX3",11.9783252667074,12.0648747487947,11.8879201604268,11.9559150098846,11.9783207787347,11.9951450700432,11.8392301868487,11.9056878485269,11.9405649329968,11.9076192192348
"BTF3L4",11.7430840555496,11.6099757333197,11.704500341479,11.6258962350021,11.4381732736231,11.3390315756813,11.6213851392069,11.5603534214762,11.7607199474656,11.656860678109
"RNF170",9.76520306376453,10.132666802676,10.1965775384135,9.74344509193962,9.85642552862553,9.80977134362614,9.56976649126277,9.7260409544252,9.72981342465402,9.5373716052205
"USP47",11.9372313569467,12.0160386915187,12.0685935635836,12.2732128098543,11.9803473206637,12.0222527673991,11.9405429319266,12.1452953349336,12.2773716808196,11.9972894546405
"CNDP2",12.6947931549999,12.6423383075568,12.9106427304696,12.4994623786046,12.8304815357771,12.4518769146433,12.5128960246601,12.6104389294195,12.3687068399411,12.7520175181154
"LMLN",15.0630194129113,14.923400616955,13.8660231723982,14.4664054354512,15.104255218921,14.9521085969681,14.6144280402192,14.0976258498169,14.3954337216783,14.9818705317116
"FAM210B",11.0833414448503,11.5735231191736,11.7682215497994,11.4486117913596,11.4339060785237,10.8670498650535,10.9476404984247,10.5458332645173,11.0634151782614,10.8950374847906
"ALPK3",12.5421945582098,12.8442291020783,12.8332953197315,12.5168110768392,12.7270695580237,12.9614189226433,13.2794642521075,13.320010742012,13.1108347202069,12.7848928273398
"TRIM47",10.152657160542,11.1321912362385,10.851428927459,10.6854496384339,10.4756017182439,10.6823362697114,10.8252896044676,10.9858080711889,11.0751871678661,10.1768637868295
"SENP8",10.696063385846,10.6682367719356,10.4866950979785,10.5387355227111,10.6922576394244,10.7465227186405,10.7301454781048,10.54126120875,10.6614685916016,10.4930883753725
"C9orf89",12.3219280948874,12.5981456128582,12.5332470237728,12.7163907894977,12.5119823797209,12.3088566205408,12.3014660141447,12.3018005336435,12.5760614910998,12.2849570880266
"PRRC1",10.5946659242957,NA,10.881450499266,NA,NA,NA,11.5221616867045,10.9214021125725,11.1440654945833,NA
"ZNF512",13.6738663670287,13.9929183087698,14.1147345726553,13.8161236679112,14.2058431075222,14.4735986320741,14.6404991481476,14.0583865556913,13.7172421100559,14.5366114866258
"STAC3",14.5656940602149,14.4120405145517,14.275922676497,14.3109808191821,14.4978580726527,15.0810691802885,14.8998699808496,14.804857027258,14.9027943290325,14.998348831138
"COQ10A",13.6353415723278,13.1394451026494,13.4893462407191,13.5031052041666,13.6324386346929,13.2247430253737,12.8278542634896,12.8595133564721,12.9615039572333,13.4429953158606
"JSRP1",13.0835674051212,13.0084286220706,13.3141158645281,12.9365504242161,12.9276309563298,13.8784916209298,13.9526138299206,14.1148648470174,13.8588050190493,13.8658666102264
"AGBL1",9.73640193131829,10.0794889736691,10.5339904359429,10.4450251951501,9.74292898425173,9.73991727967182,9.75782833537334,10.6351987120077,10.162525800939,8.87091949561058
"HSPA12B",11.0153477106805,11.1157394623638,11.202868550931,11.4081834716345,11.1163439612375,11.1010893030399,10.9171451707133,10.8619098278814,11.0926844758781,10.7591261384173
"CCDC43",10.2877123795494,11.0387880963669,10.6402358967514,10.8149125125032,10.8233131818632,10.9535417135483,11.053311683956,10.8917837032183,11.1548181090521,10.6041083990313
"RILP",10.8340917593745,11.1796260921632,11.1861142395416,11.1674181458317,11.0801474621913,10.9209408310847,11.309601404729,11.113598931092,11.2304888451403,11.0792847660285
"FAM210A",10.3772105303886,10.7355498203992,10.652844973002,10.7993540620037,10.6101391190526,10.4264983038666,10.5666395141454,10.5294500762744,10.7463291152878,10.6114314978233
"CATSPER2",11.8690350444725,11.7009108414985,11.9679537180088,12.391289480837,12.126097845619,12.2135174008352,11.6844812675905,NA,NA,NA
"IPO9",9.86895216005852,9.91249247742219,10.0490044620751,10.1579405668649,9.94938756282946,9.85837581667966,9.99831521819755,9.76407706058434,10.2449114370939,9.49254822769576
"MIA2",8.3037807481771,7.8261644101881,8.31392150328714,NA,7.79441586635011,8.3983888521905,8.67719811699643,8.89690755065172,8.04984854945056,NA
"PGLYRP2",NA,11.5530628553372,10.6471274745229,10.224845813921,11.5330570805479,11.4947306054951,11.7366260136722,10.7377119616303,11.8231415395328,11.7692469282681
"MCEE",12.4337463918262,12.1103234365146,12.3776145368999,11.8522202459696,12.6965330745122,11.5289326505984,11.364281224744,11.788420784064,11.4490524449064,12.4614794472862
"RBM14",9.71953758012149,9.99764524660914,10.3242030533861,9.95261184930468,9.98013957763916,10.0396182252049,10.0875077327288,10.2371501958452,10.3069730571408,10.0476419893227
"QKI",11.1642476226778,11.2345990188706,11.2227949028681,11.3498235021703,11.264430680181,11.103287808412,11.1685843755398,11.0580661563242,11.2720523581632,11.1565643035055
"PLIN4",15.1839476332901,15.1752531689272,15.2177645533736,15.4169718419051,15.2137117981057,14.7482212800216,14.7084937833424,14.6660519789082,14.8481411133934,14.847718625234
"TRNT1",9.33985000288462,9.59839391502703,9.75480983554328,9.45066783566874,9.56096900842886,9.52842480725038,9.67650330558398,9.62669997227262,9.41118682187273,9.53765701708774
"ASB2",13.4258977434419,13.1927081772043,13.3854613965302,13.0726006954573,13.0901114710015,13.5341083049318,13.3123299296232,13.284778330644,13.1321783809155,13.4331867035087
"FYTTD1",10.8533095554037,10.8244973861054,11.0215144764425,10.8297227350861,11.129283016945,11.2655159992011,11.4560388094989,11.2640554837709,11.5200183771474,11.3126126876142
"VPS35",12.6364492334364,12.6376007374299,12.7696023329491,12.7178492772424,12.5435152161522,12.6242212621965,12.6556298605139,12.6801045457351,12.7188708064847,12.516259853642
"PANX1",NA,10.1247416924197,9.95395923517133,9.85413750272013,9.62570884306447,9.97450063266954,10.334853793889,10.372084978784,10.4038322299501,10.652844973002
"VPS13A",9.89400526087831,10.2189506473779,10.2429120843651,9.76935994778287,10.136669872975,10.3477718926775,10.5878150127881,10.5215556507941,10.3953948931414,10.2539107057077
"GFM1",10.851225891555,11.1929060074302,10.9166944728657,11.043021385893,11.1881898564856,11.0228324923399,11.114419084313,10.773904776703,10.9471452316793,10.9175970062689
"MCCC1",12.5078094729365,12.3826240265749,12.4896834067383,12.6217245212433,12.6324136411375,12.4368974471081,12.4462717404323,12.4455089445587,12.5603328342124,12.5239830738559
"TUBGCP5",11.8726748802706,12.2512685418244,12.0999953654252,12.1984450414524,12.1240049607633,11.7361270658111,11.849291713955,11.901719194929,11.8419927684709,11.7520418870787
"USP28",11.2840002657717,11.715382909039,11.2056228172674,11.0934225806271,12.506002544575,15.3428177063129,16.0447399584039,15.8469007421307,15.7653897071148,15.7900619389818
"C16orf13",11.8253102754829,11.6732604842797,11.727528662684,11.7370503587464,11.7915442825614,11.8563321472837,11.695049901406,11.4746134893456,11.7216302934115,11.823219937503
"PIGS",11.6660597481715,11.4408598338266,11.7854524681585,11.3822170211391,11.700760474047,11.5341057433628,11.2933911775478,11.4226429901316,11.353750345737,11.6696066069013
"CLCC1",9.30653561844379,9.6218211162713,9.71147941962115,9.35093918154643,9.21968817198996,9.69966614300779,9.18528865047792,9.532597490729,9.38168353850697,9.54281133794629
"PEBP4",11.5541018210307,11.8633182088411,11.8946169540676,11.3199581570881,11.4490970459176,11.9942544249782,11.6367057806732,11.3916332380526,11.445340812583,11.9698469589951
"PPP1R9B",12.8231044736438,14.0256440360802,13.9633011443209,13.5142209093581,13.5405034392521,12.8237652797897,12.8913185489164,12.976818164846,12.8275886497265,12.714112405733
"OSBPL9",10.3565069918667,10.4512111118323,10.5215191330771,10.4369103457168,10.4774582212175,10.6174582819738,10.5609346278045,10.5907741577606,10.663939353899,10.0828409431446
"CRBN",9.83997368012804,9.60431229649539,9.7427221699058,9.76818432477693,9.71938882094208,9.89719957687769,9.93724729828221,9.84629271876723,9.95181506292401,9.88416981470651
"FAM129B",10.925752578651,10.9657842846621,11.0160904785526,10.9801218990694,10.9809780061875,10.9259475114481,10.6881716145302,10.7476307600606,10.7210393600657,10.813781191217
"MYCBP",10.5595778492274,10.5345858177989,10.5573392434391,10.6247863190673,10.5445684581271,10.9103351910572,11.2698864075826,11.0979596831263,10.5882367808222,10.8029686510056
"TBCB",11.6960288183972,11.8336807486547,11.9413154266937,11.4868400483663,11.652844973002,11.7372938263019,12.0062508376661,11.9114631470589,11.6719477716192,11.6865945258564
"PSMB7",12.6302671250268,12.4264578656592,12.2771885820173,12.4067364826917,12.5646686910467,12.7116570108497,12.5373884413418,12.5297841708264,12.5188957127639,12.4554479536196
"PCYT2",12.3495424381181,12.4627437174689,12.5705127391214,12.1799557281094,12.4447677969857,12.2027360432502,12.4675755271294,12.3462070042836,12.0717169816938,12.1901240599367
"CDC5L",15.3852247236981,15.6394084888529,15.3891893616058,16.0889469068597,15.3056342875467,14.6682170533041,14.3741904575792,14.3653038175821,15.1231459256578,14.7183595944045
"PSMD1",12.5698556083309,12.7656307695197,12.8357346323211,12.7034710460719,12.5579422867874,12.6824248553542,12.7689262460389,12.8955752823807,12.7296697423744,12.5066170819759
"PFDN5",11.7078705876197,11.9693469456238,11.9460070505555,11.9344226538306,11.705178774202,11.7089933180878,11.8776539076837,11.7416607933942,11.9073939482461,11.7301266030824
"PARK7",16.4305868320054,16.4404717879276,16.5432131126978,16.381793021846,16.3785658100006,16.5889524156381,16.4746141833871,16.4745836735901,16.4405197728514,16.4592211362122
"VAT1",10.9449183637569,11.2145607827235,11.4297692238255,11.1449138399997,11.1653487922588,11.2486298820064,11.1711142336308,11.2750320257942,11.0892408812112,10.9273607401094
"PLIN2",12.7512947250409,13.0807059575421,12.7895336449704,12.9969433869116,12.9925843440058,12.7202563848292,12.3395736031175,12.1466514040063,12.4113097169556,12.5288301197101
"S100A13",11.8278071185242,12.7031531796666,12.9506251505793,12.3441655045861,12.0644665922087,12.6177170252596,14.2324197195154,14.1620528820276,13.5849676888458,12.7512503399351
"TSNAX",11.5071778780691,11.2041047389968,10.9794639482446,11.2023381301809,11.3299420576331,11.184799032681,10.9479388675125,10.9399464524587,10.8976790979297,11.152455977877
"SEPHS2",10.0230744979017,10.193190272967,10.2089171293137,10.1151993178014,9.90097696772678,10.5468870108128,10.5879837347983,10.4636061100515,10.4817994316658,10.1220773393524
"EIF3C",12.2409463241297,12.4538098406272,12.2752687521416,12.3360178874892,12.3608470841797,12.5807216930327,12.592202394072,12.5430137500801,12.5100172930537,12.5258262690222
"TTC1",12.2526654324502,12.5294884631277,12.3134499409631,12.3826240265749,12.402740087315,12.211605835651,12.3404955090119,12.4567240262738,12.3827833775071,12.2514366228132
"C12orf57",9.64274225709115,9.57779134459035,9.96901230751632,9.66790631374269,9.47167521439204,9.64103947939554,9.88160426408276,9.73189599365658,9.9550113213647,9.57623892501032
"PHB2",16.0867981965144,16.0784844174114,16.1155699703441,16.3354140782264,16.2022769030434,15.7456150262494,15.7646557698241,15.6617920125876,16.0480062838097,15.9781200732101
"COPS8",11.3772105303886,11.4120186570446,11.4735437025205,11.4767462039395,11.4296473449881,11.6152682875169,11.5910842572581,11.6012833090853,11.6298028393043,11.6801954393108
"SDHC",12.6804851445604,12.4983226078136,12.4854359421931,12.5652734774902,12.5535473436794,12.7653834908211,12.6328985375928,12.504158552799,12.7500727927686,12.5497909194039
"CHP1",12.4080351206395,12.3087172897752,12.2170398228217,12.2265781331588,12.3245462380898,12.6881453820419,12.2497060569697,12.2688618105425,12.4729768806151,12.4433087872439
"MGLL",12.2598815251464,12.2459713448147,12.2568213953603,12.4339970587816,12.317279757595,11.873024931796,11.8588389355456,11.780966760243,11.7695486146025,11.8454273237094
"MTR",9.80076523197184,10.2863038404895,9.35554491113617,10.367998476539,10.3772105303886,10.5147428057671,10.2167458581953,10.1877280018342,10.5144970912024,10.2763973102135
"HSD17B10",12.9366563406077,13.1648723669293,13.171941423563,13.3756476997149,13.3286048101964,12.6886371397804,12.7454789545734,12.6325090687465,12.9536978101102,13.0239037711067
"HNRNPAB",13.1429045670802,13.0606469629771,13.1011828898085,13.2412031745809,12.8977493225337,13.2161774577516,12.8947514614609,12.9547379465051,13.1615082575913,12.9438569089606
"NAP1L4",13.8148774072013,13.6831810513729,13.5379948779744,13.6152966883542,13.6096404744368,13.9218952344674,13.8391298242866,13.9340686121921,13.9162218677778,13.7617751305947
"MGST2",13.8236280305821,13.8422613837908,13.6836796120639,13.8323013646317,13.8633151565099,13.7347960714717,13.5542170987797,13.5394496477265,13.5264625599828,13.8755477900024
"NAPG",12.458008940623,12.4987723046473,12.2173519328656,12.5138246701537,12.4002473764866,12.402256697839,12.253246445768,12.2396606800035,12.335521553579,12.3273926476273
"TXN2",13.5264992391366,13.5457522364137,13.7486226583542,13.5772137387326,13.6991386252759,12.9933988073603,13.2770577829298,13.0808050061386,13.3479258192786,13.3581017074408
"ATP5S",13.4382720561248,13.103287808412,12.9623086163775,13.2772878026468,13.4252159032994,13.029479424366,12.423622756298,12.6479350486954,12.9931652948671,13.1409863440937
"MIPEP",11.9801395776392,12.1657109924849,11.9872640120725,12.1001169820171,12.123602031786,11.9864464901925,11.9644997143571,11.9909552426012,12.1948204593139,11.9326886788874
"ACO2",17.3841759349671,17.6082692627192,17.8583271013106,17.8153539596008,17.7619991483859,17.0902492720231,17.3817688606502,17.2923036565258,17.6629260521994,17.580647533896
"COQ7",13.7533643852854,13.7651824828913,13.8021326185992,13.800182393026,13.877111552024,13.5920533278297,13.2381530943857,13.2275452508285,13.4279370406886,13.5656445055224
"TSG101",11.1117225425051,11.1228279948077,11.1533873600144,11.0114579004369,11.1527158115972,11.1918365054223,11.1315676210937,11.2778906066898,11.0972028966807,11.1382655530298
"CPNE1",12.1108922287139,12.19054696069,12.194236213978,11.845313623644,12.0708991188707,12.2984273514889,12.2302366435734,12.0866902356412,11.8714115125735,12.1337715679883
"CCT7",12.6610162816091,13.0057385709254,13.128184476021,13.0138552993621,12.8297227350861,12.6542637239451,13.2102315730936,13.306716793157,13.088368362784,12.8448820980964
"PRMT1",10.9756545450804,11.2007760259109,11.307434217633,11.1614991689868,11.1601361428578,11.4679468962538,11.4239562650722,11.4274385637151,11.5842597169317,11.4000468720343
"AKAP9",NA,11.2321539614191,10.6122234702764,11.5410966153495,11.0694005638053,NA,NA,NA,NA,NA
"ARPC5L",11.9255544398736,11.7329817387473,11.8016921941756,11.8524280724389,11.8879821330585,12.1831340734452,12.1174612921788,12.1195896207411,12.1509889738374,12.1750223997307
"MACROD1",15.3872927374704,15.5767352849393,15.5137584329827,15.5490636514857,15.5295525631141,15.8152838183638,15.8601791834151,15.838613044197,15.934368970015,15.8583240643206
"TBL1Y",8.96956783620767,9.87258056467809,10.0444624271656,9.68247322376227,10.2902580111222,11.7723009952507,13.3113509799923,NA,8.25314309828086,NA
"ECSIT",10.5055050864945,10.9218409370745,10.8795449610198,10.7863760937879,10.5647154080889,9.71112623558224,10.2887675217461,10.4347245913752,10.4705165292614,10.2545277557071
"WDR77",12.046888295575,12.0000106562243,11.8063683675048,11.6211635929185,11.9365716912807,11.7944361744144,11.7647325912895,11.7746594182635,11.701817506159,11.5204320707632
"MRPL57",11.4356702609366,11.2991966592099,11.3378281458144,11.3863762385983,11.5042181533144,11.2517250091581,11.1199526803234,11.2158787683046,11.19311873671,11.5178563555937
"APOL2",10.1119881221815,10.5759079094687,10.7921522413229,10.4863322527687,10.455923082367,10.5555477716471,10.9291152813669,10.9045749271148,10.7288983655666,10.616346668525
"FYCO1",11.3610470176858,10.8610869059954,11.1922928144708,11.1955916051948,11.0209653717631,11.2637914811641,10.9943534368589,11.0569086183233,11.2260087116327,10.9636113322659
"JPH2",13.0703666640438,13.0938978325593,13.1437020768579,13.2026200806822,13.1984450414524,13.4400179917738,13.2786542231556,13.3004383643809,13.4057693447085,13.393575812195
"CORO1B",10.8533095554037,10.5507467853832,10.9143851321554,10.8831803370443,10.8200353241215,10.5060099852576,10.8327871868406,10.6022354780976,10.7862777969064,10.6061879738012
"TXNDC17",13.7575889545256,14.0014081943928,13.7313190310251,13.8044482669586,13.8536019639526,13.9296003316786,14.1882927623153,13.8474012854119,13.9249167649073,13.8821452410031
"PLCD4",13.6038464872992,13.5855259434313,13.7762788022398,13.5971560763142,13.4680003013886,13.9975883811478,13.8521046791794,14.035666862807,13.9959569547287,13.6591068131641
"CPPED1",12.7522802816678,12.9645953748727,12.9470311990154,12.4007807278084,12.7466590179279,12.5884548977205,12.8937786045754,12.9381203559557,12.6551838222543,12.7319419775636
"VPS25",11.9801395776392,12.3120257818185,12.3987412516965,12.0584433920038,12.1588255578819,11.8297111821962,12.1602986055437,12.1326007133594,12.0145540571727,11.9508601484779
"MRPL45",12.3097645466187,11.9289457759439,12.0859332053102,11.9003325317188,12.1846714711997,11.846324847538,11.9182562043923,11.8529132036701,11.7864901813784,12.1717412627126
"WIBG",12.8097681287104,13.091070038046,13.2746693420739,13.0509590651638,12.9641874198443,12.5438148402879,13.4264089121566,13.3560117215028,13.3016676620161,13.0222412248572
"UQCC2",12.1555783882539,12.025831668332,12.434933100262,12.5887798674992,12.240791332162,11.4238988036598,11.7078508761205,11.6312141582938,11.7822324439431,11.9456523243991
"MIEN1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PELO",11.0606148791276,11.2932578268791,11.5912998725762,11.4687971152159,11.2894483395403,12.1442503561905,12.1674181458317,12.4114950992127,12.3362582764322,11.8383609198261
"FAM213A",14.7178500318547,14.8624824357933,14.35806735715,14.7306027949325,14.5142209093581,14.0958171007996,14.1924713005985,13.5356034455,14.2549106529499,14.1301884425376
"ERP44",11.4034491302109,11.2904540540658,11.5638111697785,11.2940118398598,11.5509679816649,11.4460494067166,11.4109388809627,11.3572861593849,11.4950655248345,11.2996418562776
"LXN",9.78423404126521,10.1360298493856,9.7083131351967,9.86418614465428,9.62825596320418,10.025884625868,10.0481869927409,9.71200760552244,10.6194224155753,NA
"NIPSNAP3B",13.3911253461073,13.929258408637,12.1421070573025,14.1657105144229,14.1479203700553,13.1705353877802,13.5148619647079,12.3299224424156,13.8254656625333,13.8411066579954
"NTPCR",12.0299780023926,11.9886455525294,11.8872335048265,11.5626916167212,11.7982206644424,12.224426927878,12.4513307174962,12.2193723491081,11.9275594675927,11.822108712151
"AGMAT",12.1552742881317,11.8316374913664,11.6438561897747,11.4842170170119,11.94381077961,12.2305999199405,11.9023031414665,12.2109361554273,12.1991160916733,11.4594264954214
"TACO1",13.3754874880468,13.5142209093581,13.6434303175935,13.8727614367798,13.6864929907081,13.2611943485348,13.1712600744335,13.416318767771,13.631358942708,13.2838508925255
"ESYT1",12.4278366034585,12.3604413212852,12.2399833159378,12.3668635060592,12.2248940355615,12.6303717962641,12.3139274636591,12.329659012227,12.4399362940238,12.4142855594226
"FEM1A",NA,8.75003034285455,9.14848984228987,8.93057325499667,8.88569637333939,9.13627648212467,9.18949349155495,9.44214938049283,9.28758187126971,8.59974179088265
"UBAC1",12.5921189383531,12.7142455176661,12.6033272978309,12.7107626198845,12.668441828053,12.6841170684584,12.9044094218545,12.7430461762267,12.7810072191907,12.6770765573331
"COPS4",12.6868198685599,12.8530736359801,12.8709387548353,12.7405106058723,12.6843651070695,12.7924019902094,12.9765689819016,12.962570711769,12.9257006399269,12.8264219394925
"MCMBP",14.3222028006979,15.7445185287799,13.9388594507947,13.7842979641523,14.7099453802325,15.3408601997783,13.1792922882229,12.9606473131076,14.2916311829009,14.2537958642935
"AARSD1",11.5517730054695,11.596117280724,11.5034946615556,11.6101805183702,11.6749933966079,11.7109183329129,11.5922000576878,11.5369226880514,11.834759402157,11.663069747199
"ANP32E",11.6077002888655,11.2413396905127,11.1557922320226,11.4339327015602,11.4596416548271,11.6332857975895,11.4093909361377,11.3792400668153,11.3940745244964,11.5312150834979
"TMEM43",13.0143220774581,13.0806193599016,13.0691627439363,13.0344935709449,12.9986944326038,13.2163557099819,13.2807190282348,13.425832195891,13.2710468513627,13.0301814921643
