Genes,logFC,AveExpr,t,P.Value,adj.P.Val,B,xiao,signifficant,names
SH3BGRL,-0.39853146307729226,11.096986798791994,-0.8667356448879373,0.4055822167890737,0.7561340302111675,-4.6894408796514915,0.6979223599851154,not signifficant,
ANK2,-0.4450105825178623,8.007198137323424,-0.8897829704752052,0.40563280965437387,0.7561340302111675,-4.628525561519854,0.6692911336020881,not signifficant,
DAG1,-0.7089464779899171,12.055293051715886,-0.8663253568366814,0.40579704602730204,0.7561340302111675,-4.689575749564224,0.5276087154312777,not signifficant,
CPNE1,-0.32581693332043393,10.680581979298669,-0.865203840096733,0.4063846771884777,0.7561340302111675,-4.689944159946931,0.7457360847957019,not signifficant,
CD44,-0.5016545634687972,8.209928557931027,-0.8880921577101191,0.40647656142948063,0.7561340302111675,-4.619418654206747,0.6366062212296439,not signifficant,
KLHL40,-0.3229373068619239,16.93507438533706,-0.8649780135442244,0.4065030720759585,0.7561340302111675,-4.690018297258534,0.7477426051944764,not signifficant,
SYNE2,0.5207598619664155,7.686804371365218,0.8733714930954806,0.40664659508116785,0.7561340302111675,-4.637565595471776,0.6258870587485655,not signifficant,
COQ3,-0.45722609042670825,13.303835506441382,-0.863824676272921,0.40710810511013573,0.7563846415168252,-4.6903966939073625,0.663054328187378,not signifficant,
NCEH1,0.2976768372494263,9.734514065741289,0.8669230289298941,0.40749859919413944,0.7565030129385989,-4.668881475149279,0.7654971471706512,not signifficant,
DEFA1B,0.4550255447028526,10.078244127306647,0.861483415692448,0.40833821156230354,0.757454294684882,-4.691163618849663,0.6652795498315489,not signifficant,
COL6A6,0.4729380319481944,7.967249090091215,0.8680151108511672,0.40941119543300064,0.7575284025103116,-4.638642112363493,0.6555043508106668,not signifficant,
RPL37A,0.8681432534647016,8.461125458368453,0.8735070341513561,0.4097236328964692,0.7575284025103116,-4.637129001543182,0.4608787548153787,not signifficant,
BCAP31,0.32773669969450125,10.240592128284462,0.8584221521751115,0.4099504431602232,0.7575284025103116,-4.692163932725739,0.7465825830650874,not signifficant,
DYNC1H1,-0.24864798067559235,11.996159385578837,-0.8581787997702895,0.4100787924083309,0.7575284025103116,-4.69224333188109,0.8011987044529683,not signifficant,
SMC1A,0.7284165837987064,10.16007125815566,0.8618670509547303,0.4101383188220006,0.7575284025103116,-4.670311153292627,0.5224587963970561,not signifficant,
GLRX3,-0.329457775057854,11.416622073843323,-0.8576808275271225,0.41034151911357697,0.7575284025103116,-4.692405751343695,0.7456718780605116,not signifficant,
GALK1,-0.33138955043982676,10.889950879898176,-0.8557829292793551,0.4113438904002843,0.7583225579225478,-4.693024093820509,0.7449919591738076,not signifficant,
NID2,0.29247659489093714,12.576577000228086,0.8556260147216466,0.41142683920117495,0.7583225579225478,-4.693075168984897,0.7712401290925607,not signifficant,
SRSF6,-0.36513859102358737,10.501161077301406,-0.8543327090898393,0.4121109459474056,0.7589791884393349,-4.693495855025211,0.7234804651018497,not signifficant,
PTCD3,0.34844303238231333,9.098550174535774,0.8561739706145067,0.41312481632996834,0.7601957899745304,-4.671913424769194,0.734896532652737,not signifficant,
SUCLG2,-0.23602538994705213,12.961663620700094,-0.8518463734368024,0.4134282935541831,0.7601957899745304,-4.694303201881355,0.8118217945475587,not signifficant,
VTN,-0.5589391456525465,12.062313201849255,-0.8510754242694728,0.41383735070776495,0.7603440213400602,-4.694553162890672,0.6107044879882948,not signifficant,
STEAP4,0.3789544978621606,10.148915996493526,0.8535893212034283,0.41448562522460697,0.7609311835011618,-4.672638198711489,0.7162316271468644,not signifficant,
IPO7,-0.31568607114513547,9.81284032245494,-0.8477132459234253,0.4156245013577198,0.7621630991812722,-4.695641177204898,0.7579302862684181,not signifficant,
RBMX,0.293346644736447,11.66674048057865,0.8469573587939123,0.416027009890362,0.7621630991812722,-4.695885316929921,0.77316213743036,not signifficant,
MYOZ2,-0.5019535231833725,16.15971410748392,-0.8467371048752976,0.4161443444341806,0.7621630991812722,-4.69595642311321,0.643988604801673,not signifficant,
TMEM123,-0.2870632502708492,9.873464714207525,-0.8439648335889804,0.4176231183334951,0.762498456417357,-4.696850164637222,0.7782895068055247,not signifficant,
PPP2R5D,-0.5301016391620212,12.082717948148533,-0.843623643624333,0.41780536013722225,0.762498456417357,-4.696959999168068,0.6296188184508337,not signifficant,
H3-3B,0.6814672197294378,11.281595696977039,0.8763961940298332,0.41788366663710275,0.762498456417357,-4.6303537681551985,0.5517745620689859,not signifficant,
ALDH4A1,-0.25316185212778386,14.213347795693089,-0.8434306136280806,0.4179084882234695,0.762498456417357,-4.6970221230450315,0.8018113744422333,not signifficant,
SARNP,-0.2454957736249348,10.930585283668025,-0.8427218693369151,0.4182872892462648,0.762498456417357,-4.697250125418715,0.8073719012236467,not signifficant,
SNAP23,0.37736733423578706,9.561412044876848,0.8457555073747769,0.41862894737832246,0.762498456417357,-4.674824735341853,0.7199307343924767,not signifficant,
MYH10,-0.4503119696830744,11.14539426090479,-0.8420619773048003,0.41864018905682554,0.762498456417357,-4.697462275508071,0.6756323546447762,not signifficant,
FUCA1,-0.4841369057240481,9.566789957956475,-0.8555720115024974,0.4189624348003793,0.762498456417357,-4.6352102616121575,0.6562676771105648,not signifficant,
LCN1,-0.4848832076711709,11.592031798482788,-0.8382611605410024,0.4206767232250993,0.7644328076589137,-4.698681640941797,0.657141559236912,not signifficant,
TMSB4X,-0.6406884783750044,10.595998279611255,-0.8464305370060583,0.42068570062957067,0.7644328076589137,-4.642932220623651,0.5742143786208556,not signifficant,
GNPDA1,-0.35657199397565265,12.349910915458484,-0.8357971574200959,0.42200053812140226,0.7662205849027813,-4.69946979238208,0.735185801459718,not signifficant,
RPS19,-0.2301211444757616,13.048863232072343,-0.8339726352543018,0.4229825906185709,0.7669162134873672,-4.700052205740021,0.8203683642338523,not signifficant,
NDUFS6,-0.46641998586344613,14.413945576963107,-0.8338545144938158,0.42304622229951094,0.7669162134873672,-4.700089876630011,0.6694833997326652,not signifficant,
BCKDK,-0.3253722501607115,10.040521363117957,-0.8460010060552352,0.42395311757953946,0.7679588945200578,-4.659735025218008,0.7563791779184169,not signifficant,
GET3,-0.31416932179935486,8.258704213501773,-0.8315881206936815,0.4261940024866222,0.7707451403800756,-4.678739876842884,0.7649516527430632,not signifficant,
