"","Genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","xiao","signifficant","names"
"406","EIF3L",-0.780619566501478,10.6227098596822,-2.97961320341851,0.0142745246266986,0.0856471477601918,-2.97493507944263,0.0362589078384451,"Downregulated (π < 0.05)",""
"407","POLDIP2",-1.61383335722306,9.30424023806452,-3.77632548111625,0.0145363019822973,0.0868226266411775,-2.50007068180316,0.00108269683548388,"Downregulated (π < 0.05)",""
"408","KTN1",-0.590262854744198,10.1709280145011,-2.96818691130758,0.0145519436644338,0.0868226266411775,-2.99330756992865,0.0823456207721331,"not signifficant",""
"409","DNAJA3",-0.899316466427011,8.943455581882,-2.96715109235375,0.0145773621905754,0.0868226266411775,-2.99497312323874,0.0223134249815162,"Downregulated (π < 0.05)",""
"410","ACTR3",1.22297256286576,11.9175453031492,2.95889832916964,0.0147815027612475,0.0874965915776211,-3.00824343886097,0.00577585193961393,"Upregulated (π < 0.05)",""
"411","ARHGAP1",1.11109611931123,9.66925777416919,2.95845750284148,0.0147924885668491,0.0874965915776211,-3.00895229050264,0.00926274964002698,"Upregulated (π < 0.05)",""
"412","RALA",-0.79951441237302,13.1507640375257,-2.95822548087752,0.0147982741091872,0.0874965915776211,-3.00932538369918,0.0344395427611605,"Downregulated (π < 0.05)",""
"413","TTN",-1.63081162224178,17.2327040219045,-2.95510789235847,0.01487623590032,0.0877445778527349,-3.01433851328159,0.0010463583321367,"Downregulated (π < 0.05)",""
"414","CEFIP",-0.656895190850561,10.5155780645432,-2.94829008437379,0.0150481889316263,0.0885039006824153,-3.02530177120439,0.0635035726320918,"not signifficant",""
"415","IGHV3-9",-0.940958273658095,10.7875807303519,-2.94713052368831,0.0150776349684739,0.0885039006824153,-3.02716639547075,0.019314682611941,"Downregulated (π < 0.05)",""
"416","SYNPO",-0.925901181009719,13.3129440571769,-2.94422267164602,0.0151517353798242,0.088725065829932,-3.03184236064339,0.0206675009323398,"Downregulated (π < 0.05)",""
"417","CAP2",-0.650218782915047,13.0106110691432,-2.9419716907803,0.0152093510788408,0.0888488710504947,-3.03546205480296,0.065761880261231,"not signifficant",""
"418","PDIA4",0.826379162644693,10.9565208776468,2.93971209098779,0.0152674114759098,0.0889494266739334,-3.03909561417793,0.0315574266025313,"Upregulated (π < 0.05)",""
"419","DDRGK1",-0.716693867298466,8.20572392784534,-2.93846338867631,0.0152995935042603,0.0889494266739334,-3.04110359692821,0.0500001389846453,"not signifficant",""
"420","CCDC124",-0.635994484744627,10.2785296809975,-2.93696801426049,0.0153382236298921,0.088961697053374,-3.04350824284755,0.0701718534235949,"not signifficant",""
"421","APOA4",1.08293300121174,13.3463819387421,2.93489805743031,0.0153918606855581,0.0890085440078533,-3.04683684956188,0.0108882412870519,"Upregulated (π < 0.05)",""
"422","HSD17B11",2.47798697592815,8.40474171058195,3.41610133252353,0.0154193783133473,0.0890085440078533,-2.64765168348015,3.23633364076716e-05,"Upregulated (π < 0.05)",""
"423","NDUFS5",-0.820367306411836,15.0770905751903,-2.92904557980621,0.0155445449568827,0.0895189397516935,-3.05624794715485,0.0328420097638988,"Downregulated (π < 0.05)",""
"424","CMYA5",-0.61284672252164,11.8834916165267,-2.92630243524058,0.0156166393504063,0.0897220128716741,-3.06065905436727,0.0781530748233159,"not signifficant",""
"425","RPS27A",0.637250119932213,15.4527710782977,2.92420566731898,0.0156719749339997,0.0897681001539442,-3.06403074637234,0.0707688892878316,"not signifficant",""
"426","REEP5",-0.760052365155783,13.0655881008484,-2.92320844682243,0.0156983623421922,0.0897681001539442,-3.06563431545077,0.0425358220970164,"Downregulated (π < 0.05)",""
"427","SUN2",0.828735097087765,8.90451870680658,2.91702677201572,0.0158629455389864,0.0903882739399689,-3.07557461688202,0.0322548421814052,"Upregulated (π < 0.05)",""
"428","BNIP1",-1.03229574781588,12.6736870310245,-2.91576815999323,0.0158966694707668,0.0903882739399689,-3.07759848165766,0.0139064404741948,"Downregulated (π < 0.05)",""
