,fiberID,subject,fiber_number,plate_number,plate_position,digestion_batch,MS_batch,date_isolation
90,P3_fibNumber21,P3,21,10,E10,5,3,10/11/2021
91,P3_fibNumber200,P3,200,1,A5,1,1,17/11/2021
92,P3_fibNumber20,P3,20,1,F11,1,1,10/11/2021
93,P3_fibNumber2,P3,2,3,D6,2,1,10/11/2021
94,P3_fibNumber199,P3,199,9,D2,5,3,17/11/2021
95,P3_fibNumber198,P3,198,2,B5,1,1,17/11/2021
96,P3_fibNumber197,P3,197,8,A9,4,3,17/11/2021
97,P3_fibNumber196,P3,196,8,F7,4,3,17/11/2021
98,P3_fibNumber195,P3,195,4,H10,2,1,17/11/2021
99,P3_fibNumber194,P3,194,6,B10,3,2,17/11/2021
100,P3_fibNumber193,P3,193,9,B3,5,3,17/11/2021
101,P3_fibNumber192,P3,192,6,F7,3,2,17/11/2021
102,P3_fibNumber191,P3,191,3,A8,2,1,17/11/2021
103,P3_fibNumber190,P3,190,8,F9,4,3,17/11/2021
104,P3_fibNumber19,P3,19,8,D8,4,3,10/11/2021
105,P3_fibNumber189,P3,189,2,D3,1,1,17/11/2021
106,P3_fibNumber188,P3,188,8,H7,4,3,17/11/2021
107,P3_fibNumber187,P3,187,11,B11,6,3,17/11/2021
108,P3_fibNumber186,P3,186,3,H12,2,1,17/11/2021
109,P3_fibNumber185,P3,185,3,H9,2,1,17/11/2021
110,P3_fibNumber184,P3,184,6,E6,3,2,17/11/2021
111,P3_fibNumber183,P3,183,6,E12,3,2,17/11/2021
112,P3_fibNumber182,P3,182,8,A3,4,3,17/11/2021
113,P3_fibNumber181,P3,181,5,B9,3,2,17/11/2021
114,P3_fibNumber180,P3,180,4,C4,2,1,17/11/2021
115,P3_fibNumber18,P3,18,8,F5,4,3,10/11/2021
116,P3_fibNumber179,P3,179,8,A7,4,3,17/11/2021
117,P3_fibNumber178,P3,178,1,G10,1,1,17/11/2021
118,P3_fibNumber177,P3,177,2,H9,1,1,17/11/2021
119,P3_fibNumber176,P3,176,1,G2,1,1,17/11/2021
120,P3_fibNumber175,P3,175,1,H4,1,1,17/11/2021
121,P3_fibNumber174,P3,174,3,F5,2,1,17/11/2021
122,P3_fibNumber173,P3,173,11,C12,6,3,17/11/2021
123,P3_fibNumber172,P3,172,2,G11,1,1,17/11/2021
124,P3_fibNumber171,P3,171,8,B5,4,3,17/11/2021
125,P3_fibNumber170,P3,170,7,A6,4,2,17/11/2021
126,P3_fibNumber17,P3,17,9,F2,5,3,10/11/2021
127,P3_fibNumber169,P3,169,1,A9,1,1,17/11/2021
128,P3_fibNumber168,P3,168,2,B3,1,1,17/11/2021
129,P3_fibNumber167,P3,167,5,F5,3,2,17/11/2021
130,P3_fibNumber166,P3,166,4,B1,2,1,17/11/2021
131,P3_fibNumber165,P3,165,1,B2,1,1,17/11/2021
132,P3_fibNumber164,P3,164,6,E7,3,2,17/11/2021
133,P3_fibNumber163,P3,163,1,H8,1,1,17/11/2021
134,P3_fibNumber162,P3,162,5,G6,3,2,17/11/2021
135,P3_fibNumber161,P3,161,7,D10,4,2,17/11/2021
136,P3_fibNumber160,P3,160,2,E9,1,1,15/11/2021
137,P3_fibNumber16,P3,16,3,F10,2,1,10/11/2021
138,P3_fibNumber159,P3,159,2,G7,1,1,15/11/2021
139,P3_fibNumber158,P3,158,8,D3,4,3,15/11/2021
140,P3_fibNumber157,P3,157,3,B10,2,1,15/11/2021
141,P3_fibNumber156,P3,156,3,H11,2,1,15/11/2021
142,P3_fibNumber155,P3,155,5,F7,3,2,15/11/2021
143,P3_fibNumber154,P3,154,7,H7,4,2,15/11/2021
144,P3_fibNumber153,P3,153,6,D1,3,2,15/11/2021
145,P3_fibNumber152,P3,152,1,C7,1,1,15/11/2021
146,P3_fibNumber151,P3,151,2,H12,1,1,15/11/2021
147,P3_fibNumber150,P3,150,2,D7,1,1,15/11/2021
148,P3_fibNumber15,P3,15,10,C12,5,3,10/11/2021
149,P3_fibNumber149,P3,149,8,H8,4,3,15/11/2021
150,P3_fibNumber148,P3,148,9,A12,5,3,15/11/2021
151,P3_fibNumber147,P3,147,10,G12,5,3,15/11/2021
152,P3_fibNumber146,P3,146,2,E5,1,1,15/11/2021
153,P3_fibNumber145,P3,145,4,G9,2,1,15/11/2021
154,P3_fibNumber144,P3,144,4,B12,2,1,15/11/2021
155,P3_fibNumber143,P3,143,3,F9,2,1,15/11/2021
156,P3_fibNumber142,P3,142,8,C4,4,3,15/11/2021
157,P3_fibNumber141,P3,141,9,C9,5,3,15/11/2021
158,P3_fibNumber140,P3,140,8,C8,4,3,15/11/2021
159,P3_fibNumber14,P3,14,9,A9,5,3,10/11/2021
160,P3_fibNumber139,P3,139,3,C7,2,1,15/11/2021
161,P3_fibNumber138,P3,138,4,H4,2,1,15/11/2021
162,P3_fibNumber137,P3,137,6,A4,3,2,15/11/2021
163,P3_fibNumber136,P3,136,1,D6,1,1,15/11/2021
164,P3_fibNumber135,P3,135,8,G10,4,3,15/11/2021
165,P3_fibNumber134,P3,134,10,A9,5,3,15/11/2021
166,P3_fibNumber133,P3,133,7,G6,4,2,15/11/2021
167,P3_fibNumber132,P3,132,2,D11,1,1,15/11/2021
168,P3_fibNumber131,P3,131,6,H6,3,2,15/11/2021
169,P3_fibNumber130,P3,130,6,C2,3,2,15/11/2021
170,P3_fibNumber13,P3,13,2,D12,1,1,10/11/2021
171,P3_fibNumber129,P3,129,4,E8,2,1,15/11/2021
172,P3_fibNumber128,P3,128,10,D5,5,3,15/11/2021
173,P3_fibNumber127,P3,127,3,D8,2,1,15/11/2021
174,P3_fibNumber126,P3,126,1,C11,1,1,15/11/2021
175,P3_fibNumber125,P3,125,8,F11,4,3,15/11/2021
176,P3_fibNumber124,P3,124,8,C2,4,3,15/11/2021
177,P3_fibNumber123,P3,123,4,E12,2,1,15/11/2021
178,P3_fibNumber122,P3,122,6,B1,3,2,15/11/2021
179,P3_fibNumber121,P3,121,10,B8,5,3,15/11/2021
180,P3_fibNumber120,P3,120,6,F12,3,2,15/11/2021
181,P3_fibNumber12,P3,12,9,F9,5,3,10/11/2021
182,P3_fibNumber119,P3,119,3,D12,2,1,15/11/2021
183,P3_fibNumber118,P3,118,1,A3,1,1,15/11/2021
184,P3_fibNumber117,P3,117,5,D3,3,2,15/11/2021
185,P3_fibNumber116,P3,116,3,H6,2,1,15/11/2021
186,P3_fibNumber115,P3,115,5,C11,3,2,15/11/2021
187,P3_fibNumber114,P3,114,7,D1,4,2,15/11/2021
188,P3_fibNumber113,P3,113,7,F9,4,2,15/11/2021
189,P3_fibNumber112,P3,112,7,E11,4,2,15/11/2021
190,P3_fibNumber111,P3,111,9,H2,5,3,15/11/2021
191,P3_fibNumber110,P3,110,1,E1,1,1,15/11/2021
192,P3_fibNumber11,P3,11,3,C4,2,1,10/11/2021
193,P3_fibNumber109,P3,109,2,F4,1,1,15/11/2021
194,P3_fibNumber108,P3,108,9,C5,5,3,12/11/2021
195,P3_fibNumber107,P3,107,1,D5,1,1,12/11/2021
196,P3_fibNumber106,P3,106,8,G3,4,3,12/11/2021
197,P3_fibNumber105,P3,105,2,G6,1,1,12/11/2021
198,P3_fibNumber104,P3,104,3,G12,2,1,12/11/2021
199,P3_fibNumber103,P3,103,1,G12,1,1,12/11/2021
200,P3_fibNumber102,P3,102,10,D11,5,3,12/11/2021
201,P3_fibNumber101,P3,101,10,B7,5,3,12/11/2021
202,P3_fibNumber100,P3,100,2,G10,1,1,12/11/2021
203,P3_fibNumber10,P3,10,11,D7,6,3,10/11/2021
204,P3_fibNumber1,P3,1,6,A10,3,2,10/11/2021
205,P2_fibNumberE4,P2,E4,11,G3,6,3,NA
206,P2_fibNumberE2,P2,E2,11,G12,6,3,NA
207,P2_fibNumberE1,P2,E1,11,H1,6,3,NA
208,P2_fibNumber99,P2,99,11,A11,6,3,13/12/2021
209,P2_fibNumber98,P2,98,8,F4,4,3,13/12/2021
210,P2_fibNumber97,P2,97,5,A5,3,2,13/12/2021
211,P2_fibNumber96,P2,96,10,F6,5,3,13/12/2021
212,P2_fibNumber95,P2,95,4,C12,2,1,13/12/2021
213,P2_fibNumber94,P2,94,10,H4,5,3,13/12/2021
214,P2_fibNumber93,P2,93,5,B10,3,2,13/12/2021
215,P2_fibNumber92,P2,92,2,F5,1,1,13/12/2021
216,P2_fibNumber91,P2,91,11,D10,6,3,13/12/2021
217,P2_fibNumber90,P2,90,5,H9,3,2,13/12/2021
218,P2_fibNumber9,P2,9,7,B8,4,2,29/10/2021
219,P2_fibNumber89,P2,89,5,H6,3,2,13/12/2021
220,P2_fibNumber88,P2,88,8,E3,4,3,13/12/2021
221,P2_fibNumber87,P2,87,8,E9,4,3,13/12/2021
222,P2_fibNumber86,P2,86,1,E6,1,1,13/12/2021
223,P2_fibNumber85,P2,85,9,H11,5,3,13/12/2021
224,P2_fibNumber84,P2,84,7,B6,4,2,13/12/2021
225,P2_fibNumber83,P2,83,9,A5,5,3,13/12/2021
226,P2_fibNumber82,P2,82,10,H12,5,3,13/12/2021
227,P2_fibNumber81,P2,81,6,G9,3,2,13/12/2021
228,P2_fibNumber80,P2,80,9,B4,5,3,13/12/2021
229,P2_fibNumber8,P2,8,6,D8,3,2,29/10/2021
230,P2_fibNumber79,P2,79,2,C5,1,1,13/12/2021
231,P2_fibNumber78,P2,78,2,F9,1,1,13/12/2021
232,P2_fibNumber77,P2,77,7,A3,4,2,13/12/2021
233,P2_fibNumber76,P2,76,1,B3,1,1,13/12/2021
234,P2_fibNumber75,P2,75,6,E11,3,2,13/12/2021
235,P2_fibNumber74,P2,74,8,C5,4,3,12/12/2021
236,P2_fibNumber73,P2,73,7,F11,4,2,12/12/2021
237,P2_fibNumber72,P2,72,9,G4,5,3,12/12/2021
238,P2_fibNumber70,P2,70,6,F6,3,2,12/12/2021
239,P2_fibNumber7,P2,7,3,B8,2,1,29/10/2021
240,P2_fibNumber69,P2,69,1,C2,1,1,12/12/2021
241,P2_fibNumber68,P2,68,8,D7,4,3,12/12/2021
242,P2_fibNumber67,P2,67,6,H10,3,2,12/12/2021
243,P2_fibNumber66,P2,66,5,E10,3,2,12/12/2021
244,P2_fibNumber65,P2,65,8,F1,4,3,12/12/2021
245,P2_fibNumber64,P2,64,7,E12,4,2,12/12/2021
246,P2_fibNumber63,P2,63,7,H8,4,2,12/12/2021
247,P2_fibNumber62,P2,62,7,G10,4,2,12/12/2021
248,P2_fibNumber61,P2,61,8,G7,4,3,12/12/2021
249,P2_fibNumber60,P2,60,2,D4,1,1,12/12/2021
250,P2_fibNumber6,P2,6,3,C10,2,1,29/10/2021
251,P2_fibNumber59,P2,59,4,E5,2,1,12/12/2021
252,P2_fibNumber58,P2,58,2,H3,1,1,12/12/2021
253,P2_fibNumber57,P2,57,9,E4,5,3,12/12/2021
254,P2_fibNumber56,P2,56,8,C1,4,3,12/12/2021
255,P2_fibNumber55,P2,55,1,F4,1,1,12/12/2021
256,P2_fibNumber54,P2,54,1,C4,1,1,12/12/2021
257,P2_fibNumber53,P2,53,5,G10,3,2,12/12/2021
258,P2_fibNumber52,P2,52,6,H3,3,2,12/12/2021
259,P2_fibNumber51,P2,51,2,A12,1,1,12/12/2021
260,P2_fibNumber50,P2,50,10,F10,5,3,12/12/2021
261,P2_fibNumber5,P2,5,11,C1,6,3,29/10/2021
262,P2_fibNumber49,P2,49,10,D6,5,3,12/12/2021
263,P2_fibNumber48,P2,48,8,H1,4,3,12/12/2021
264,P2_fibNumber47,P2,47,5,H2,3,2,12/12/2021
265,P2_fibNumber46,P2,46,2,D8,1,1,12/12/2021
266,P2_fibNumber45,P2,45,10,E12,5,3,12/12/2021
267,P2_fibNumber44,P2,44,11,D3,6,3,12/12/2021
268,P2_fibNumber43,P2,43,10,B9,5,3,12/12/2021
269,P2_fibNumber42,P2,42,8,A4,4,3,12/12/2021
270,P2_fibNumber41,P2,41,11,C9,6,3,12/12/2021
271,P2_fibNumber40,P2,40,6,F10,3,2,12/12/2021
272,P2_fibNumber4,P2,4,5,A11,3,2,29/10/2021
273,P2_fibNumber39,P2,39,10,B1,5,3,12/12/2021
274,P2_fibNumber38,P2,38,6,D4,3,2,12/12/2021
275,P2_fibNumber37,P2,37,7,F3,4,2,12/12/2021
276,P2_fibNumber36,P2,36,5,D1,3,2,12/12/2021
277,P2_fibNumber35,P2,35,10,E8,5,3,12/12/2021
278,P2_fibNumber34,P2,34,5,C9,3,2,12/12/2021
279,P2_fibNumber33,P2,33,1,F8,1,1,12/12/2021
280,P2_fibNumber32,P2,32,7,C11,4,2,12/12/2021
281,P2_fibNumber31,P2,31,1,A4,1,1,12/12/2021
282,P2_fibNumber30,P2,30,7,E8,4,2,12/12/2021
283,P2_fibNumber3,P2,3,3,F2,2,1,29/10/2021
284,P2_fibNumber29,P2,29,1,H2,1,1,12/12/2021
285,P2_fibNumber28,P2,28,9,G12,5,3,12/12/2021
286,P2_fibNumber27,P2,27,8,B3,4,3,12/12/2021
287,P2_fibNumber26,P2,26,2,F1,1,1,12/12/2021
288,P2_fibNumber25,P2,25,2,E11,1,1,29/10/2021
289,P2_fibNumber24,P2,24,7,H11,4,2,29/10/2021
290,P2_fibNumber22,P2,22,8,F12,4,3,29/10/2021
291,P2_fibNumber21,P2,21,9,D8,5,3,29/10/2021
292,P2_fibNumber200,P2,200,10,C3,5,3,NA
293,P2_fibNumber20,P2,20,6,F2,3,2,29/10/2021
294,P2_fibNumber2,P2,2,2,C3,1,1,29/10/2021
295,P2_fibNumber199,P2,199,7,D9,4,2,NA
296,P2_fibNumber198,P2,198,6,E4,3,2,NA
297,P2_fibNumber197,P2,197,7,B1,4,2,NA
298,P2_fibNumber196,P2,196,6,F3,3,2,NA
299,P2_fibNumber195,P2,195,10,C7,5,3,NA
300,P2_fibNumber194,P2,194,4,E2,2,1,NA
301,P2_fibNumber193,P2,193,4,A3,2,1,NA
302,P2_fibNumber192,P2,192,1,E5,1,1,NA
303,P2_fibNumber191,P2,191,4,D10,2,1,NA
304,P2_fibNumber190,P2,190,3,A10,2,1,NA
305,P2_fibNumber19,P2,19,5,F9,3,2,29/10/2021
306,P2_fibNumber189,P2,189,7,H4,4,2,NA
307,P2_fibNumber188,P2,188,10,H5,5,3,NA
308,P2_fibNumber187,P2,187,9,G8,5,3,NA
309,P2_fibNumber186,P2,186,9,F6,5,3,NA
310,P2_fibNumber185,P2,185,9,C6,5,3,NA
311,P2_fibNumber184,P2,184,4,D3,2,1,NA
312,P2_fibNumber183,P2,183,8,B11,4,3,NA
313,P2_fibNumber182,P2,182,3,D2,2,1,NA
314,P2_fibNumber181,P2,181,8,H3,4,3,NA
315,P2_fibNumber180,P2,180,10,E1,5,3,NA
316,P2_fibNumber18,P2,18,10,D9,5,3,29/10/2021
317,P2_fibNumber179,P2,179,1,A11,1,1,NA
318,P2_fibNumber178,P2,178,3,H4,2,1,NA
319,P2_fibNumber177,P2,177,5,B3,3,2,NA
320,P2_fibNumber176,P2,176,2,G8,1,1,NA
321,P2_fibNumber175,P2,175,4,G10,2,1,NA
322,P2_fibNumber174,P2,174,1,C8,1,1,13/12/2021
323,P2_fibNumber173,P2,173,9,H4,5,3,13/12/2021
324,P2_fibNumber172,P2,172,10,B5,5,3,13/12/2021
325,P2_fibNumber171,P2,171,2,G1,1,1,13/12/2021
326,P2_fibNumber170,P2,170,3,G5,2,1,13/12/2021
327,P2_fibNumber17,P2,17,6,C6,3,2,29/10/2021
328,P2_fibNumber169,P2,169,4,F7,2,1,13/12/2021
329,P2_fibNumber168,P2,168,11,B10,6,3,13/12/2021
330,P2_fibNumber167,P2,167,11,D1,6,3,13/12/2021
331,P2_fibNumber166,P2,166,2,E6,1,1,13/12/2021
332,P2_fibNumber165,P2,165,4,G6,2,1,13/12/2021
333,P2_fibNumber164,P2,164,7,A11,4,2,13/12/2021
334,P2_fibNumber163,P2,163,10,D2,5,3,13/12/2021
335,P2_fibNumber162,P2,162,6,D12,3,2,13/12/2021
336,P2_fibNumber161,P2,161,10,E5,5,3,13/12/2021
337,P2_fibNumber160,P2,160,9,E10,5,3,13/12/2021
338,P2_fibNumber16,P2,16,5,G7,3,2,29/10/2021
339,P2_fibNumber159,P2,159,7,F7,4,2,13/12/2021
340,P2_fibNumber158,P2,158,3,A6,2,1,13/12/2021
341,P2_fibNumber157,P2,157,9,H6,5,3,13/12/2021
342,P2_fibNumber156,P2,156,8,C12,4,3,13/12/2021
343,P2_fibNumber155,P2,155,7,B5,4,2,13/12/2021
344,P2_fibNumber154,P2,154,4,C5,2,1,13/12/2021
345,P2_fibNumber153,P2,153,4,F11,2,1,13/12/2021
346,P2_fibNumber152,P2,152,10,A3,5,3,13/12/2021
347,P2_fibNumber151,P2,151,9,B8,5,3,13/12/2021
348,P2_fibNumber150,P2,150,1,E3,1,1,13/12/2021
349,P2_fibNumber15,P2,15,9,D12,5,3,29/10/2021
350,P2_fibNumber149,P2,149,9,D1,5,3,13/12/2021
351,P2_fibNumber148,P2,148,6,G8,3,2,13/12/2021
352,P2_fibNumber147,P2,147,2,C7,1,1,13/12/2021
353,P2_fibNumber146,P2,146,7,C8,4,2,13/12/2021
354,P2_fibNumber145,P2,145,2,B4,1,1,13/12/2021
355,P2_fibNumber144,P2,144,2,B10,1,1,13/12/2021
356,P2_fibNumber143,P2,143,3,E12,2,1,13/12/2021
357,P2_fibNumber142,P2,142,4,F1,2,1,13/12/2021
358,P2_fibNumber141,P2,141,2,G4,1,1,13/12/2021
359,P2_fibNumber140,P2,140,3,F4,2,1,13/12/2021
360,P2_fibNumber14,P2,14,2,B7,1,1,29/10/2021
361,P2_fibNumber139,P2,139,6,G12,3,2,13/12/2021
362,P2_fibNumber138,P2,138,5,C6,3,2,13/12/2021
363,P2_fibNumber137,P2,137,10,G2,5,3,13/12/2021
364,P2_fibNumber136,P2,136,1,H5,1,1,13/12/2021
365,P2_fibNumber135,P2,135,1,C12,1,1,13/12/2021
366,P2_fibNumber134,P2,134,10,G9,5,3,13/12/2021
367,P2_fibNumber133,P2,133,4,E9,2,1,13/12/2021
368,P2_fibNumber132,P2,132,8,H10,4,3,13/12/2021
369,P2_fibNumber131,P2,131,7,E2,4,2,13/12/2021
370,P2_fibNumber130,P2,130,8,H5,4,3,13/12/2021
371,P2_fibNumber13,P2,13,3,F6,2,1,29/10/2021
372,P2_fibNumber129,P2,129,1,D7,1,1,13/12/2021
373,P2_fibNumber128,P2,128,10,H8,5,3,13/12/2021
374,P2_fibNumber127,P2,127,11,C5,6,3,13/12/2021
375,P2_fibNumber126,P2,126,11,B6,6,3,13/12/2021
376,P2_fibNumber125,P2,125,1,E12,1,1,13/12/2021
377,P2_fibNumber124,P2,124,5,F11,3,2,13/12/2021
378,P2_fibNumber123,P2,123,7,G12,4,2,13/12/2021
379,P2_fibNumber122,P2,122,6,B11,3,2,13/12/2021
380,P2_fibNumber121,P2,121,2,C9,1,1,13/12/2021
381,P2_fibNumber120,P2,120,1,A7,1,1,13/12/2021
382,P2_fibNumber12,P2,12,11,B2,6,3,29/10/2021
383,P2_fibNumber119,P2,119,4,H12,2,1,13/12/2021
384,P2_fibNumber118,P2,118,1,G7,1,1,13/12/2021
385,P2_fibNumber117,P2,117,6,D2,3,2,13/12/2021
386,P2_fibNumber116,P2,116,10,B12,5,3,13/12/2021
387,P2_fibNumber115,P2,115,5,D7,3,2,13/12/2021
388,P2_fibNumber114,P2,114,3,E4,2,1,13/12/2021
389,P2_fibNumber113,P2,113,3,B12,2,1,13/12/2021
390,P2_fibNumber112,P2,112,9,D5,5,3,13/12/2021
391,P2_fibNumber111,P2,111,9,B10,5,3,13/12/2021
392,P2_fibNumber110,P2,110,5,G3,3,2,13/12/2021
393,P2_fibNumber11,P2,11,6,A8,3,2,29/10/2021
394,P2_fibNumber109,P2,109,3,D5,2,1,13/12/2021
395,P2_fibNumber108,P2,108,4,B9,2,1,13/12/2021
396,P2_fibNumber107,P2,107,3,A2,2,1,13/12/2021
397,P2_fibNumber106,P2,106,11,C11,6,3,13/12/2021
398,P2_fibNumber105,P2,105,4,B2,2,1,13/12/2021
399,P2_fibNumber104,P2,104,10,A6,5,3,13/12/2021
400,P2_fibNumber103,P2,103,10,F4,5,3,13/12/2021
401,P2_fibNumber102,P2,102,6,H7,3,2,13/12/2021
402,P2_fibNumber101,P2,101,8,B7,4,3,13/12/2021
403,P2_fibNumber100,P2,100,8,F8,4,3,13/12/2021
404,P2_fibNumber10,P2,10,7,G2,4,2,29/10/2021
405,P2_fibNumber1,P2,1,8,A11,4,3,29/10/2021
406,P1_fibNumberE9,P1,E9,11,F10,6,3,30/11/2021
407,P1_fibNumberE7,P1,E7,11,F4,6,3,30/11/2021
408,P1_fibNumberE5,P1,E5,11,E9,6,3,30/11/2021
409,P1_fibNumberE4,P1,E4,11,E6,6,3,30/11/2021
410,P1_fibNumberE2,P1,E2,11,F2,6,3,30/11/2021
411,P1_fibNumberE16,P1,E16,11,H3,6,3,30/11/2021
412,P1_fibNumberE13,P1,E13,11,E5,6,3,30/11/2021
413,P1_fibNumberE12,P1,E12,11,E12,6,3,30/11/2021
414,P1_fibNumberE11,P1,E11,11,F9,6,3,30/11/2021
415,P1_fibNumberE1,P1,E1,11,E7,6,3,30/11/2021
416,P1_fibNumber99,P1,99,9,B9,5,3,25/11/2021
417,P1_fibNumber98,P1,98,3,F8,2,1,25/11/2021
418,P1_fibNumber97,P1,97,6,D10,3,2,25/11/2021
419,P1_fibNumber96,P1,96,9,A7,5,3,25/11/2021
420,P1_fibNumber95,P1,95,9,B1,5,3,25/11/2021
421,P1_fibNumber94,P1,94,2,A9,1,1,25/11/2021
422,P1_fibNumber93,P1,93,10,E2,5,3,25/11/2021
423,P1_fibNumber91,P1,91,9,E8,5,3,25/11/2021
424,P1_fibNumber90,P1,90,1,A2,1,1,25/11/2021
425,P1_fibNumber9,P1,9,5,G9,3,2,19/10/2021
426,P1_fibNumber89,P1,89,7,C12,4,2,25/11/2021
427,P1_fibNumber88,P1,88,9,F7,5,3,25/11/2021
428,P1_fibNumber87,P1,87,10,E7,5,3,25/11/2021
429,P1_fibNumber86,P1,86,3,C1,2,1,25/11/2021
430,P1_fibNumber85,P1,85,7,E6,4,2,25/11/2021
431,P1_fibNumber84,P1,84,1,F6,1,1,25/11/2021
432,P1_fibNumber83,P1,83,7,B3,4,2,25/11/2021
433,P1_fibNumber82,P1,82,8,G8,4,3,25/11/2021
434,P1_fibNumber81,P1,81,8,C3,4,3,25/11/2021
435,P1_fibNumber80,P1,80,7,E3,4,2,25/11/2021
436,P1_fibNumber8,P1,8,4,G8,2,1,19/10/2021
437,P1_fibNumber79,P1,79,4,C2,2,1,25/11/2021
438,P1_fibNumber78,P1,78,7,B10,4,2,25/11/2021
439,P1_fibNumber76,P1,76,6,B6,3,2,25/11/2021
440,P1_fibNumber75,P1,75,4,F9,2,1,25/11/2021
441,P1_fibNumber74,P1,74,6,B2,3,2,25/11/2021
442,P1_fibNumber72,P1,72,8,B4,4,3,25/11/2021
443,P1_fibNumber70,P1,70,8,D2,4,3,25/11/2021
444,P1_fibNumber7,P1,7,5,B5,3,2,19/10/2021
445,P1_fibNumber69,P1,69,9,C11,5,3,25/11/2021
446,P1_fibNumber68,P1,68,2,H7,1,1,25/11/2021
447,P1_fibNumber67,P1,67,5,A9,3,2,25/11/2021
448,P1_fibNumber66,P1,66,3,D7,2,1,25/11/2021
449,P1_fibNumber65,P1,65,10,A8,5,3,25/11/2021
450,P1_fibNumber64,P1,64,8,G4,4,3,25/11/2021
451,P1_fibNumber63,P1,63,2,B8,1,1,25/11/2021
452,P1_fibNumber62,P1,62,9,E5,5,3,25/11/2021
453,P1_fibNumber61,P1,61,3,E9,2,1,25/11/2021
454,P1_fibNumber60,P1,60,7,D7,4,2,25/11/2021
455,P1_fibNumber6,P1,6,5,A6,3,2,19/10/2021
456,P1_fibNumber59,P1,59,2,F3,1,1,25/11/2021
457,P1_fibNumber58,P1,58,11,C2,6,3,18/11/2021
458,P1_fibNumber57,P1,57,10,H9,5,3,18/11/2021
459,P1_fibNumber56,P1,56,6,F1,3,2,18/11/2021
460,P1_fibNumber54,P1,54,2,H11,1,1,18/11/2021
461,P1_fibNumber51,P1,51,10,F12,5,3,18/11/2021
462,P1_fibNumber5,P1,5,6,A3,3,2,19/10/2021
463,P1_fibNumber49,P1,49,1,C10,1,1,18/11/2021
464,P1_fibNumber47,P1,47,7,G11,4,2,18/11/2021
465,P1_fibNumber46,P1,46,4,B4,2,1,18/11/2021
466,P1_fibNumber44,P1,44,5,H4,3,2,18/11/2021
467,P1_fibNumber43,P1,43,8,C7,4,3,18/11/2021
468,P1_fibNumber42,P1,42,5,G11,3,2,18/11/2021
469,P1_fibNumber41,P1,41,2,B12,1,1,18/11/2021
470,P1_fibNumber40,P1,40,7,H2,4,2,18/11/2021
471,P1_fibNumber4,P1,4,10,B2,5,3,19/10/2021
472,P1_fibNumber39,P1,39,1,E7,1,1,18/11/2021
473,P1_fibNumber38,P1,38,8,A12,4,3,18/11/2021
474,P1_fibNumber37,P1,37,2,D5,1,1,18/11/2021
475,P1_fibNumber36,P1,36,10,D4,5,3,18/11/2021
476,P1_fibNumber35,P1,35,8,F6,4,3,18/11/2021
477,P1_fibNumber34,P1,34,3,B5,2,1,18/11/2021
478,P1_fibNumber33,P1,33,3,B3,2,1,18/11/2021
479,P1_fibNumber32,P1,32,5,F10,3,2,18/11/2021
480,P1_fibNumber3,P1,3,1,F12,1,1,19/10/2021
481,P1_fibNumber29,P1,29,7,B7,4,2,18/11/2021
482,P1_fibNumber27,P1,27,6,C1,3,2,18/11/2021
483,P1_fibNumber24,P1,24,6,C11,3,2,18/11/2021
484,P1_fibNumber23,P1,23,10,A4,5,3,18/11/2021
485,P1_fibNumber22,P1,22,10,D8,5,3,18/11/2021
486,P1_fibNumber21,P1,21,4,B10,2,1,19/10/2021
487,P1_fibNumber200,P1,200,7,A10,4,2,30/11/2021
